DATECODE	OCCFAM	OCCFAMT	OCC	OCCT	EMPCOUNT	AVGSAL	AVGLOS
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	332	COMPUTER OPERATION	153	67291	18.9
202503	44	PRINTING FAMILY	4401	MISCELLANEOUS PRINTING AND REPRODUCTION	153	84525	16
202503	8	ENGINEERING AND ARCHITECTURE GROUP	873	MARINE SURVEY TECHNICAL	152	121612	11.1
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	50	FUNERAL DIRECTING	150	95592	6.1
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	160	CIVIL RIGHTS ANALYSIS	149	126332	8.1
202503	2	HUMAN RESOURCES MANAGEMENT GROUP	241	MEDIATION	148	151943	12.2
202503	11	BUSINESS AND INDUSTRY GROUP	1147	AGRICULTURAL MARKET REPORTING	146	98882	16.9
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	190	GENERAL ANTHROPOLOGY	145	125389	10.8
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5704	FORK LIFT OPERATING	145	55532	10.7
202503	38	METAL WORK FAMILY	3809	MOBILE EQUIPMENT METAL MECHANIC	140	74336	11.3
202503	44	PRINTING FAMILY	4403	HAND COMPOSING	140	101590	14.7
202503	25	WIRE COMMUNICATIONS EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2504	WIRE COMMUNICATIONS CABLE SPLICING	135	76077	8.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9973	SECOND COOK	134	52630	9.5
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	19	SAFETY TECHNICIAN	134	66366	10
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	361	EQUAL OPPORTUNITY ASSISTANCE	133	63725	12
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5782	SHIP OPERATING	131	106583	13.3
202503	44	PRINTING FAMILY	4454	INTAGLIO PRESS OPERATING	128	139573	14.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9998	YEOMAN-STOREKEEPER	128	52885	10
202503	17	EDUCATION GROUP	1730	EDUCATION RESEARCH	125	145629	9.1
202503	13	PHYSICAL SCIENCES GROUP	1382	FOOD TECHNOLOGY	125	140112	15.6
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9906	SECOND OFFICER	122	111454	10.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9993	JUNIOR SUPPLY OFFICER	122	91249	12.2
202503	40	LENS AND CRYSTAL WORK FAMILY	4010	PRESCRIPTION EYEGLASS MAKING	121	65311	10.5
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5784	RIVERBOAT OPERATING	120	96096	13.3
202503	4	BIOLOGICAL SCIENCES GROUP	437	HORTICULTURE	119	109355	14.4
202503	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5806	MOBILE EQUIPMENT SERVICING	118	51973	5.1
202503	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4840	TOOL AND EQUIPMENT REPAIRING	115	73832	9.8
202503	37	METAL PROCESSING FAMILY	3701	MISCELLANEOUS METAL PROCESSING	115	77078	10.4
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	29	ENVIRONMENTAL PROTECTION ASSISTANT	114	62358	10.9
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9952	DECK ENGINEER-MACHINIST	114	59267	14.7
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9932	FIRST ASSISTANT ENGINEER	110	125326	12.4
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9944	ELECTRONICS TECHNICIAN	108	86903	12.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9920	BOATSWAIN	107	72846	21.8
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9931	CHIEF ENGINEER	105	192985	18.7
202503	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6511	MISSILE/TOXIC MATERIALS HANDLING	105	67040	10.7
202503	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	698	ENVIRONMENTAL HEALTH TECHNICIAN	104	72502	10
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9942	SECOND ELECTRICIAN	103	64716	13.4
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9997	FIRST RADIO ELECTRONICS TECHNICIAN	102	69598	8.6
202503	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4714	MODEL MAKING	102	92925	13.6
202503	50	PLANT AND ANIMAL WORK FAMILY	5031	INSECTS PRODUCTION WORKING	94	52612	6.8
202503	31	FABRIC AND LEATHER WORK FAMILY	3111	SEWING MACHINE OPERATING	93	52988	10.1
202503	10	INFORMATION AND ARTS GROUP	1020	ILLUSTRATING	92	90994	14.8
202503	38	METAL WORK FAMILY	3808	BOILERMAKING	92	69708	9.2
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	106	UNEMPLOYMENT INSURANCE	89	128772	8.8
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5729	DRILL RIG OPERATING	89	70557	9.1
202503	37	METAL PROCESSING FAMILY	3707	METALIZING	87	73095	13.8
202503	4	BIOLOGICAL SCIENCES GROUP	435	PLANT PHYSIOLOGY	85	139365	17.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9902	MASTER	84	192753	19.7
202503	33	INSTRUMENT WORK FAMILY	3306	OPTICAL INSTRUMENT REPAIRING	84	72955	10.9
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9975	ASSISTANT COOK	83	49410	8.4
202503	70	PACKING AND PROCESSING FAMILY	7006	PRESERVATION SERVICING	83	61262	10.5
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	136	INTERNATIONAL COOPERATION	83	148334	10.3
202503	41	PAINTING AND PAPERHANGING FAMILY	4104	SIGN PAINTING	82	71745	13.9
202503	13	PHYSICAL SCIENCES GROUP	1397	DOCUMENT ANALYSIS	79	145478	14.1
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9905	FIRST OFFICER	79	124853	11.1
202503	9	LEGAL AND KINDRED GROUP	999	LEGAL OCCUPATIONS STUDENT TRAINEE	79	53670	1.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9954	UNLICENSED JUNIOR ENGINEER	79	57037	12.7
202503	21	TRANSPORTATION GROUP	2183	AIR NAVIGATION	78	112181	8.2
202503	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	642	NUCLEAR MEDICINE TECHNICIAN	76	92173	10
202503	9	LEGAL AND KINDRED GROUP	958	EMPLOYEE BENEFITS LAW	75	150482	15.7
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9901	MISCELLANEOUS VESSEL JOBS	75	55580	3.3
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	313	WORK UNIT SUPERVISING	74	81915	11.7
202503	4	BIOLOGICAL SCIENCES GROUP	487	ANIMAL SCIENCE	73	131720	13.4
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9995	CHIEF RADIO ELECTRONICS TECHNICIAN	72	77796	14.7
202503	13	PHYSICAL SCIENCES GROUP	1372	GEODESY	71	143545	16.4
202503	88	AIRCRAFT OVERHAUL FAMILY	8810	AIRCRAFT PROPELLER MECHANIC	71	76748	8.6
202503	2	HUMAN RESOURCES MANAGEMENT GROUP	299	HUMAN RESOURCES MANAGEMENT STUDENT TRAINEE	70	49604	1.6
202503	4	BIOLOGICAL SCIENCES GROUP	459	IRRIGATION SYSTEM OPERATION	70	53491	13.2
202503	66	ARMAMENT WORK FAMILY	6601	MISCELLANEOUS ARMAMENT WORK	70	79479	10
202503	42	PLUMBING AND PIPEFITTING FAMILY	4201	MISCELLANEOUS PLUMBING AND PIPEFITTING	69	84878	9.4
202503	21	TRANSPORTATION GROUP	2199	TRANSPORTATION STUDENT TRAINEE	67	46911	1
202503	44	PRINTING FAMILY	4417	OFFSET PRESS OPERATING	67	112087	18.9
202503	76	PERSONAL SERVICES FAMILY	7601	MISCELLANEOUS PERSONAL SERVICES	67	45714	8.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9908	SHIP'S COMMUNICATION OFFICER	66	96916	17.6
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9999	SECOND RADIO ELECTRONICS TECHNICIAN	66	58530	6.7
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	72	FINGERPRINT IDENTIFICATION	66	126546	13
202503	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4805	MEDICAL EQUIPMENT REPAIRING	63	77067	11
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5737	LOCOMOTIVE ENGINEERING	62	70185	12.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9976	COOK-BAKER	62	57408	11.6
202503	37	METAL PROCESSING FAMILY	3769	SHOT PEENING MACHINE OPERATING	61	69115	14.9
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	140	WORKFORCE RESEARCH AND ANALYSIS	61	138241	12.1
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	390	TELECOMMUNICATIONS PROCESSING	60	54602	10.3
202503	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	688	SANITARIAN	59	95304	10.5
202503	8	ENGINEERING AND ARCHITECTURE GROUP	880	MINING ENGINEERING	59	127381	15
202503	21	TRANSPORTATION GROUP	2161	MARINE CARGO	58	77434	9.7
202503	44	PRINTING FAMILY	4441	BOOKBINDING	57	121222	12.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9945	REFRIGERATION ENGINEER	57	62150	12.6
202503	52	MISCELLANEOUS OCCUPATIONS FAMILY	5221	LOFTING	57	96840	13.8
202503	36	STRUCTURAL AND FINISHING WORK FAMILY	3601	MISCELLANEOUS STRUCTURAL & FINISHING WORK	55	71724	12.4
202503	50	PLANT AND ANIMAL WORK FAMILY	5042	TREE TRIMMING AND REMOVING	55	79997	13.1
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9988	PURSER	54	103726	15.8
202503	52	MISCELLANEOUS OCCUPATIONS FAMILY	5205	GAS AND RADIATION DETECTING	54	68383	5.9
202503	37	METAL PROCESSING FAMILY	3712	HEAT TREATING	54	73253	16.5
202503	43	PLIABLE MATERIALS WORK FAMILY	4301	MISCELLANEOUS PLIABLE MATERIALS WORK	53	63626	12.9
202503	10	INFORMATION AND ARTS GROUP	1087	EDITORIAL ASSISTANCE	52	59721	9.7
202503	43	PLIABLE MATERIALS WORK FAMILY	4373	MOLDING	51	71411	8.3
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5736	BRAKING-SWITCHING AND CONDUCTING	51	66105	9.9
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	319	CLOSED MICROPHONE REPORTER	51	75907	13
202503	13	PHYSICAL SCIENCES GROUP	1384	TEXTILE TECHNOLOGY	49	124199	13.2
202503	26	ELECTRONIC EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2608	ELECTRONIC DIGITAL COMPUTER MECHANIC	48	78033	9.4
202503	73	"LAUNDRY, DRY CLEANING, AND PRESSING FAMILY"	7301	"MISC LAUNDRY, DRY CLEANING, AND PRESSING"	48	67106	12.5
202503	58	TRANSPORTATION/MOBILE EQUIPMENT MAINTENANCE FAMILY	5876	ELECTROMOTIVE EQUIPMENT MECHANIC	48	76492	14.6
202503	70	PACKING AND PROCESSING FAMILY	7001	MISCELLANEOUS PACKING AND PROCESSING	47	72941	10.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9968	CHIEF STEWARD	47	67225	13.1
202503	46	WOOD WORK FAMILY	4601	MISCELLANEOUS WOODWORK	46	80937	14
202503	36	STRUCTURAL AND FINISHING WORK FAMILY	3606	ROOFING	46	77178	10
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9996	MEDICAL SERVICES OFFICER	45	101026	7.6
202503	18	INVESTIGATION GROUP	1850	AGRICULTURAL WAREHOUSE INSPECTION SERIES	45	96065	15.6
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9991	SUPPLY OFFICER	44	103820	20.7
202503	11	BUSINESS AND INDUSTRY GROUP	1163	INSURANCE EXAMINING	44	142270	9.5
202503	12	"COPYRIGHT, PATENT, AND TRADEMARK GROUP"	1223	PATENT CLASSIFYING	43	186949	22.1
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9915	ASSISTANT DAMAGE CONTROL OFFICER	42	100653	15.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9930	OPERATIONS CHIEF (OC)	41	71006	8.6
202503	36	STRUCTURAL AND FINISHING WORK FAMILY	3604	TILE SETTING	41	78249	11.2
202503	4	BIOLOGICAL SCIENCES GROUP	410	ZOOLOGY	41	155897	19.8
202503	17	EDUCATION GROUP	1725	PUBLIC HEALTH EDUCATOR	40	116715	12.7
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	62	CLOTHING DESIGN	39	117184	12.9
202503	11	BUSINESS AND INDUSTRY GROUP	1107	PROPERTY DISPOSAL CLERICAL AND TECHNICIAN	39	58906	13.5
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9927	SEAMAN-FISHERMAN	39	60314	7
202503	31	FABRIC AND LEATHER WORK FAMILY	3101	MISC FABRIC AND LEATHER WORK	39	61618	14.6
202503	86	ENGINE OVERHAUL FAMILY	8610	SMALL ENGINE MECHANIC	38	70119	15.1
202503	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4717	BOAT BUILDING AND REPAIRING	38	75581	11.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9904	SHIP PILOT	38	191900	14
202503	16	"EQUIPMENT, FACILITIES, AND SERVICES GROUP"	1658	LAUNDRY OPERATIONS SERVICES	37	83187	19.3
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9971	CHIEF COOK	37	58048	13.5
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	356	DATA TRANSCRIBER	36	43639	10.8
202503	66	ARMAMENT WORK FAMILY	6656	SPECIAL WEAPONS SYSTEMS MECHANIC	36	78140	11
202503	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4850	BEARING RECONDITIONING	34	69560	12.8
202503	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4741	GENERAL EQUIPMENT OPERATING	34	76048	17
202503	48	GENERAL EQUIPMENT MAINTENANCE FAMILY	4816	PROTECTVE & SAFE EQUIP FABRICATNG & REPAIR	33	63872	11.5
202503	82	FLUID SYSTEMS MAINTENANCE FAMILY	8201	MISC FLUID SYSTEMS MAINTENANCE	33	70079	14.3
202503	18	INVESTIGATION GROUP	1815	AIR SAFETY INVESTIGATING	33	150851	20.4
202503	65	"AMMUNITION, EXPLOSIVES, AND TOXIC MATERIALS WORK FAMILY"	6505	MUNITIONS DESTROYING	33	64977	14.8
202503	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5440	PACKAGING MACHINE OPERATING	32	73714	15.9
202503	21	TRANSPORTATION GROUP	2144	CARGO SCHEDULING	32	71106	8.7
202503	39	"MOTION PICTURE, RADIO, TELEVISION, AND SOUND EQUIPMENT OPERATING FAMILY"	3940	BROADCASTING EQUIPMENT OPERATING	32	120660	17.6
202503	41	PAINTING AND PAPERHANGING FAMILY	4101	MISCELLANEOUS PAINTING AND PAPERHANGING	31	79280	14.5
202503	57	TRANSPORTATION/MOBILE EQUIPMENT OPERATION FAMILY	5738	RAILROAD MAINTENANCE VEHICLE OPERATING	31	66667	12.1
202503	10	INFORMATION AND ARTS GROUP	1099	INFORMATION AND ARTS STUDENT TRAINEE	30	49330	2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9929	DAMAGE CONTROLMAN	30	90260	7.8
202503	20	SUPPLY GROUP	2099	SUPPLY STUDENT TRAINEE	30	38778	1.1
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9939	CHIEF ELECTRICIAN	28	74577	15.2
202503	54	INDUSTRIAL EQUIPMENT OPERATION FAMILY	5419	STATIONARY-ENGINE OPERATING	28	111224	15.5
202503	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5317	LAUNDRY & DRY CLEANING EQUIPMT REPAIRING	26	74110	13.1
202503	46	WOOD WORK FAMILY	4616	PATTERNMAKING	26	87402	15.5
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9982	LAUNDRYMAN	25	45641	15.1
202503	0	MISCELLANEOUS OCCUPATIONS GROUP	21	COMMUNITY PLANNING TECHNICIAN	25	91700	10.4
202503	38	METAL WORK FAMILY	3802	METAL FORGING	24	77554	11.1
202503	18	INVESTIGATION GROUP	1899	INVESTIGATION STUDENT TRAINEE	24	45517	1.5
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9972	STEWARD COOK	23	57753	9.7
202503	86	ENGINE OVERHAUL FAMILY	8601	MISCELLANEOUS ENGINE OVERHAUL	23	88277	22
202503	43	PLIABLE MATERIALS WORK FAMILY	4361	RUBBER EQUIPMENT REPAIRING	23	65989	8.2
202503	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3511	LABORATORY WORKING	22	49220	14.4
202503	13	PHYSICAL SCIENCES GROUP	1321	METALLURGY	21	155650	16.6
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9917	DECK MIDSHIPMAN	21	16074	0.1
202503	13	PHYSICAL SCIENCES GROUP	1374	GEODETIC TECHNICIAN	21	101724	12.6
202503	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	184	SOCIOLOGY	20	136636	13.6
202503	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	309	CORRESPONDENCE CLERK	20	53841	10.5
202503	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5323	OILING AND GREASING	20	69700	13.1
202503	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4715	EXHIBITS MAKING/MODELING	20	76180	12.6
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9969	THIRD STEWARD	19	53807	9.2
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9936	ENGINE MIDSHIPMAN	18	16074	0.1
202503	44	PRINTING FAMILY	4449	ELECTROLYTIC INTAGLIO PLATEMAKING	18	137990	21.3
202503	44	PRINTING FAMILY	4416	PLATEMAKING	18	107242	19.9
202503	74	FOOD PREPARATION AND SERVING FAMILY	7402	BAKING	17	68467	17.7
202503	7	VETERINARY MEDICAL SCIENCE GROUP	799	VETERINARY STUDENT TRAINEE	17	56611	1.9
202503	25	WIRE COMMUNICATIONS EQUIPMENT INSTALLATION AND MAINTENANCE FAMILY	2501	MISC WIRE COMMUNCA EQUIPMT INSTALL & MAINT	17	93890	12.5
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9960	OILER	17	49191	7.4
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9918	DAMAGE CONTROL LEADER	16	116379	18.5
202503	13	PHYSICAL SCIENCES GROUP	1380	FOREST PRODUCTS TECHNOLOGY	16	135698	18.2
202503	37	METAL PROCESSING FAMILY	3725	BATTERY REPAIRING	15	64338	17.9
202503	10	INFORMATION AND ARTS GROUP	1051	MUSIC SPECIALIST	12	94601	9.6
202503	36	STRUCTURAL AND FINISHING WORK FAMILY	3605	PLASTERING	12	71433	13.4
202503	99	VESSEL JOBS FAMILY (EXCLUDED FROM THE FEDERAL WAGE SYSTEM)	9955	PUMPMAN	12	56331	15.3
202503	36	STRUCTURAL AND FINISHING WORK FAMILY	3602	CEMENT FINISHING	12	67615	11.9
202503	76	PERSONAL SERVICES FAMILY	7603	BARBERING	11	73445	16
202503	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3546	RAILROAD REPAIRING	11	56512	5.9
202503	31	FABRIC AND LEATHER WORK FAMILY	3106	UPHOLSTERING	11	77075	13.2
202503	53	INDUSTRIAL EQUIPMENT MAINTENANCE FAMILY	5313	ELEVATOR MECHANIC	11	86922	19.9
202503	47	GENERAL MAINTENANCE AND OPERATIONS WORK FAMILY	4745	RESEARCH LABORATORY MECHANIC	11	76236	12.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	301	MISCELLANEOUS ADMINISTRATION AND PROGRAM	113373	115498	13.5
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	610	NURSE	110804	124679	8.9
202409	22	INFORMATION TECHNOLOGY GROUP	2210	INFORMATION TECHNOLOGY MANAGEMENT	100988	130239	12.8
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	343	MANAGEMENT AND PROGRAM ANALYSIS	96812	125622	15
202409	18	INVESTIGATION GROUP	1802	COMPLIANCE INSPECTION AND SUPPORT	57021	65684	8.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	303	MISCELLANEOUS CLERK AND ASSISTANT	47201	52459	9.1
202409	11	BUSINESS AND INDUSTRY GROUP	1102	CONTRACTING	44510	115756	12.7
202409	18	INVESTIGATION GROUP	1811	CRIMINAL INVESTIGATION	44322	126187	14
202409	9	LEGAL AND KINDRED GROUP	905	GENERAL ATTORNEY	44297	167624	12.5
202409	18	INVESTIGATION GROUP	1801	"GENERAL INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES"	42493	113807	14.5
202409	2	HUMAN RESOURCES MANAGEMENT GROUP	201	HUMAN RESOURCES MANAGEMENT	42101	109636	14
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	679	MEDICAL SUPPORT ASSISTANCE	41631	54629	6.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	602	MEDICAL OFFICER	38266	285482	9.9
202409	9	LEGAL AND KINDRED GROUP	962	CONTACT REPRESENTATIVE	37470	58208	7.7
202409	8	ENGINEERING AND ARCHITECTURE GROUP	801	GENERAL ENGINEERING	34406	147768	15
202409	5	ACCOUNTING AND BUDGET GROUP	501	FINANCIAL ADMINISTRATION AND PROGRAM	32886	109395	15
202409	11	BUSINESS AND INDUSTRY GROUP	1101	GENERAL BUSINESS AND INDUSTRY	32644	111243	13.4
202409	4	BIOLOGICAL SCIENCES GROUP	401	GENERAL NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES	28287	113098	12.4
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	105	SOCIAL INSURANCE ADMINISTRATION	27243	99643	17
202409	18	INVESTIGATION GROUP	1895	CUSTOMS AND BORDER PROTECTION	26151	108740	14.1
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	185	SOCIAL WORK	23829	104572	8.1
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	346	LOGISTICS MANAGEMENT	23823	114094	12.2
202409	9	LEGAL AND KINDRED GROUP	996	VETERANS CLAIMS EXAMINING	21055	83225	9.7
202409	21	TRANSPORTATION GROUP	2152	AIR TRAFFIC CONTROL	20590	148278	12.7
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	601	GENERAL HEALTH SCIENCE	20500	127248	9.8
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	80	SECURITY ADMINISTRATION	19897	112913	12.4
202409	3	"GENERAL ADMINISTRATIVE, CLERICAL, AND OFFICE SERVICES GROUP"	340	PROGRAM MANAGEMENT	19475	167145	18.3
202409	18	INVESTIGATION GROUP	1896	BORDER PATROL ENFORCEMENT SERIES	19150	105781	13.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	620	PRACTICAL NURSE	18183	71368	9.1
202409	4	BIOLOGICAL SCIENCES GROUP	462	FORESTRY TECHNICIAN	16612	49467	6.2
202409	8	ENGINEERING AND ARCHITECTURE GROUP	802	ENGINEERING TECHNICAL	16276	98037	12.9
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	7	CORRECTIONAL OFFICER	15737	71588	9.4
202409	8	ENGINEERING AND ARCHITECTURE GROUP	855	ELECTRONICS ENGINEERING	15695	135032	16.1
202409	5	ACCOUNTING AND BUDGET GROUP	560	BUDGET ANALYSIS	15517	114219	15.2
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	132	INTELLIGENCE	15491	133579	11.8
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	621	NURSING ASSISTANT	15367	53061	6.9
202409	1	"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP"	101	SOCIAL SCIENCE	15308	102560	10
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	660	PHARMACIST	14941	160290	9.5
202409	5	ACCOUNTING AND BUDGET GROUP	592	TAX EXAMINING	14653	53134	10.2
202409	8	ENGINEERING AND ARCHITECTURE GROUP	830	MECHANICAL ENGINEERING	14592	119926	10.9
202409	0	MISCELLANEOUS OCCUPATIONS GROUP	83	POLICE	13862	78880	9.5
202409	6	"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP"	640	HEALTH AID AND TECHNICIAN	13704	57969	9
202409	35	GENERAL SERVICES AND SUPPORT WORK FAMILY	3566	CUSTODIAL WORKING	13559	45028	6.9
202409	5	ACCOUNTING AND BUDGET GROUP	510	ACCOUNTING	13390	126362	14.8
202409	17	EDUCATION GROUP	1701	GENERAL EDUCATION AND TRAINING	13336	98552	10.2
