AGYSUB,ACC,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
CE00,AD,201708,C,17,,A,11,0110,1,AD-00,E,48,F,2,1,052500,00.0
CE00,AD,201510,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201601,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,052500,00.0
CE00,AD,201507,B,13,,B,11,0110,1,AD-00,D,48,F,2,1,048000,01.9
CE00,AD,201508,B,18,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201508,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201507,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201508,C,15,,A,11,0110,1,AD-00,E,48,F,2,1,053000,00.0
CE00,AD,201608,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,052000,00.0
CE00,AD,201608,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201808,B,13,,A,11,0110,1,AD-00,E,38,F,1,1,050000,00.0
CE00,AD,201808,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201901,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,050000,00.0
CE00,AD,201907,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,052500,00.0
CE00,AD,201906,E,21,,C,11,0110,1,AD-00,M,48,F,2,1,137849,04.9
CE00,AD,201907,B,17,,A,11,0110,1,AD-00,E,48,F,2,1,052500,00.0
CE00,AD,201906,C,17,,A,11,0110,1,AD-00,F,48,F,2,1,067000,00.0
CM53,AA,201611,D,18,,D,24,0110,1,ZP-04,L,10,F,1,1,124200,09.3
CM53,AC,201501,G,17,,A,11,0110,1,ZP-02,E,15,F,1,1,052668,00.0
CM53,AD,201611,B,13,,A,24,0110,1,ZP-01,E,35,F,1,1,051000,00.0
CM53,AD,201611,B,13,,A,24,0110,1,ZP-02,D,35,F,1,1,045622,00.0
CM53,AC,201806,B,13,,B,24,0110,1,ZP-02,F,15,F,1,1,063500,01.0
CM53,AC,201603,J,17,,A,11,0110,1,ST-00,R,10,F,1,1,185100,00.0
CM53,AC,201806,C,13,,B,24,0110,1,ZP-02,F,15,F,1,1,065000,01.0
CM53,AC,201806,C,17,,B,24,0110,1,ZP-03,G,15,F,1,1,070000,01.7
CM53,AC,201603,F,17,,A,11,0110,1,ZP-02,E,15,F,1,1,054000,00.0
CM53,AD,201504,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201603,D,17,,A,11,0110,1,ZP-02,E,35,F,1,1,057500,00.0
CM53,AD,201806,B,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.0
CM53,AC,201609,C,17,,D,24,0110,1,ZP-03,G,15,F,1,1,077490,05.3
CM53,AC,201603,D,18,,A,11,0110,1,ZP-02,F,15,F,1,1,062000,00.0
CM53,AA,201701,C,17,,B,24,0110,1,ZP-02,E,15,F,1,1,057000,01.4
CM53,AC,201612,D,17,,A,24,0110,1,ZP-03,H,15,F,1,1,085000,00.0
CM53,AA,201609,E,17,,B,24,0110,1,ZP-05,L,15,F,1,1,128082,01.8
CM53,AC,201609,C,17,,A,24,0110,1,ZP-02,E,15,F,1,1,057500,00.0
CM53,AA,201502,E,17,,A,11,0110,1,ZP-03,I,10,F,1,1,094000,00.4
CM53,AA,201710,C,13,,C,24,0110,1,ZP-03,I,10,F,1,1,090000,03.7
CM53,AD,201710,D,17,,A,24,0110,1,ZP-02,E,30,F,1,1,056000,00.0
CM53,AD,201502,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201502,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201502,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AC,201502,B,17,,A,11,0110,1,ZP-02,E,15,F,1,1,054500,00.0
CM53,AD,201502,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201802,G,04,,A,24,0110,1,ZP-02,F,35,F,1,1,065000,00.0
CM53,AD,201502,E,17,,A,11,0110,1,ZP-02,E,35,F,1,1,052668,00.0
CM53,AD,201802,B,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.0
CM53,AD,201803,B,04,,A,24,0110,1,ZP-02,F,35,F,1,1,063000,00.0
CM53,AD,201803,C,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.0
CM53,AC,201512,H,21,,A,11,0110,1,ZP-03,H,15,F,1,1,082000,00.0
CM53,AC,201807,B,13,,B,24,0110,1,ZP-02,F,15,F,1,1,063500,01.0
CM53,AD,201803,D,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.0
CM53,AC,201606,E,21,,A,24,0110,1,ZP-03,I,15,F,1,1,095000,00.0
CM53,AD,201606,D,17,,A,24,0110,1,ZP-02,E,35,F,1,1,055000,00.0
CM53,AD,201606,E,17,,A,24,0110,1,ZP-02,E,35,F,1,1,055000,00.0
CM53,AD,201606,G,13,,A,24,0110,1,ZP-02,F,35,F,1,1,065000,00.0
CM53,AC,201807,C,17,,B,24,0110,1,ZP-03,G,15,F,1,1,073000,02.7
CM53,AD,201606,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,053500,00.0
CM53,AC,201606,E,21,,A,24,0110,1,ZP-03,I,15,F,1,1,095000,00.0
CM53,AD,201606,C,17,,B,24,0110,1,ZP-02,E,35,F,1,1,054400,02.0
CM53,AC,201606,D,21,,A,24,0110,1,ZP-03,I,15,F,1,1,095000,00.0
CM53,AC,201606,B,17,,A,24,0110,1,ZP-02,E,15,F,1,1,057000,00.0
CM53,AD,201606,D,17,,A,24,0110,1,ZP-02,E,35,F,1,1,055000,00.0
CM53,AD,201606,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,052000,00.0
CM53,AD,201606,B,12,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201801,D,04,,A,24,0110,1,ZP-02,E,35,F,1,1,057000,00.0
CM53,AD,201606,E,18,,A,24,0110,1,ZP-02,E,35,F,1,1,056750,00.0
CM53,AC,201606,E,21,,A,24,0110,1,ZP-04,K,15,F,1,1,111000,00.0
CM53,AD,201606,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201606,B,17,,A,24,0110,1,ZP-02,E,35,F,1,1,054000,00.0
CM53,AC,201811,D,17,,A,24,0110,1,ZP-02,G,15,F,1,1,077600,00.0
CM53,AD,201712,C,04,,A,24,0110,1,ZP-02,E,35,F,1,1,055000,00.0
CM53,AA,201709,G,13,,E,24,0110,1,ZP-04,K,10,F,1,1,117000,13.3
CM53,AC,201709,E,04,,D,24,0110,1,ZP-04,M,10,F,1,1,130000,08.1
CM53,AA,201805,D,13,,D,24,0110,1,ZP-04,J,10,F,1,1,109641,08.7
CM53,AA,201702,I,04,,J,24,0110,1,ZP-05,M,10,F,1,1,131767,36.6
CM53,AD,201503,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,052000,00.0
CM53,AD,201503,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201503,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201503,C,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.0
CM53,AD,201607,C,17,,A,24,0110,1,ZP-02,E,35,F,1,1,058000,00.0
CM53,AC,201607,C,17,,A,24,0110,1,ZP-02,F,15,F,1,1,060000,00.0
CM53,AD,201805,E,04,,A,24,0110,1,ZP-02,G,35,F,1,1,075000,00.0
CM53,AD,201607,B,17,,A,24,0110,1,ZP-02,E,35,F,1,1,054500,00.0
CM53,AC,201607,C,17,,A,24,0110,1,ZP-02,F,15,F,1,1,060000,00.0
CM53,AC,201708,E,17,,A,24,0110,1,ZP-03,J,15,F,1,1,103639,00.0
CM53,AC,201604,B,17,,A,11,0110,1,ZP-02,F,15,F,1,1,060000,00.0
CM53,AC,201607,C,18,,A,24,0110,1,ZP-03,I,15,F,1,1,095000,00.0
CM53,AC,201604,B,13,,A,11,0110,1,ZP-02,E,15,F,1,1,053435,00.0
CM53,AD,201604,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201604,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201605,B,17,,A,24,0110,1,ZP-02,E,35,F,1,1,054000,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201604,C,17,,A,11,0110,1,ZP-02,F,15,F,1,1,060000,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201604,C,14,,A,11,0110,1,ZP-02,E,15,F,1,1,053435,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201604,F,21,,A,11,0110,1,ZP-04,L,15,F,1,1,120000,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201604,D,14,,A,11,0110,1,ZP-02,F,15,F,1,1,065000,00.0
CM53,AD,201610,B,13,,A,24,0110,1,ZP-01,E,35,F,1,1,051100,00.0
CM53,AD,201604,D,17,,A,11,0110,1,ZP-02,E,35,F,1,1,056000,00.0
CM53,AD,201605,B,17,,A,24,0110,1,ZP-02,E,35,F,1,1,054400,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,052000,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AD,201605,B,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201507,D,04,,A,11,0110,1,ZP-02,E,15,F,1,1,056000,00.0
CM53,AC,201507,D,17,,A,11,0110,1,ZP-02,E,15,F,1,1,057000,00.0
CM53,AC,201507,E,17,,A,11,0110,1,ZP-02,E,15,F,1,1,056000,00.0
CM53,AD,201801,B,04,,A,24,0110,1,ZP-02,E,35,F,1,1,053000,00.0
CM53,AC,201507,C,17,,A,11,0110,1,ZP-03,I,15,F,1,1,099296,00.0
CM53,AC,201804,G,04,,G,24,0110,1,ZP-05,P,10,F,1,1,164200,21.5
CM53,AD,201701,B,13,,A,24,0110,1,ZP-01,E,35,F,1,1,051100,00.0
CM53,AD,201809,E,21,,A,24,0110,1,ZP-04,N,40,F,2,1,148967,00.0
CM53,AC,201508,C,17,,A,11,0110,1,ZP-03,I,15,F,1,1,099296,00.0
CM53,AC,201507,B,13,,A,11,0110,1,ZP-02,E,15,F,1,1,056000,00.0
CM53,AC,201507,E,17,,A,11,0110,1,ZP-02,E,15,F,1,1,056000,00.0
CM53,AA,201410,D,17,,A,11,0110,1,ZP-02,F,15,F,1,1,060000,00.6
CM53,AA,201501,E,17,,B,11,0110,1,ZP-02,E,15,F,1,1,052688,02.3
CM53,AC,201809,C,21,,A,24,0110,1,ZP-03,J,15,F,1,1,101750,00.0
CM53,AD,201608,C,13,,A,24,0110,1,ZP-02,E,35,F,1,1,052000,00.0
CM53,AD,201608,C,14,,A,24,0110,1,ZP-02,E,35,F,1,1,055000,00.0
CM53,AA,201410,G,21,,F,11,0110,1,ZP-05,N,10,F,1,1,144000,15.3
CM53,AA,201511,F,13,,B,11,0110,1,ZP-03,G,15,F,1,1,076378,02.8
CM53,AD,201608,C,13,,A,24,0110,1,ZP-02,E,35,F,1,1,051500,00.0
CM53,AC,201608,C,14,,B,24,0110,1,ZP-02,E,15,F,1,1,057000,01.1
CM53,AC,201511,D,21,,A,11,0110,1,ZP-04,L,15,F,1,1,127200,00.0
CM53,AA,201608,C,17,,B,24,0110,1,ZP-02,G,15,F,1,1,075000,02.3
CM53,AA,201511,D,13,,D,11,0110,1,ZP-04,L,10,F,1,1,121350,09.1
CM53,AC,201808,C,21,,A,24,0110,1,ZP-03,J,15,F,1,1,106012,00.0
CM53,AD,201611,B,13,,A,24,0110,1,ZP-01,E,35,F,1,1,051000,00.0
CM53,AA,201601,C,14,,B,11,0110,1,ZP-02,E,15,F,1,1,058269,01.3
CM53,AC,201808,D,21,,A,24,0110,1,ZP-03,J,15,F,1,1,100000,00.0
CM53,AC,201810,E,21,,A,24,0110,1,ZP-04,K,15,F,1,1,115000,00.0
CM53,AC,201808,C,17,,A,24,0110,1,ZP-03,J,15,F,1,1,100000,00.0
CM53,AC,201810,C,17,,A,24,0110,1,ZP-02,G,15,F,1,1,070000,00.0
CM53,AC,201810,C,17,,A,24,0110,1,ZP-02,F,15,F,1,1,060000,00.0
CM53,AC,201509,D,21,,A,11,0110,1,ZP-03,I,15,F,1,1,097000,00.0
CM53,AC,201711,G,13,,A,24,0110,1,ZP-02,E,15,F,1,1,055000,00.0
CM53,AC,201602,C,13,,A,11,0110,1,ZP-02,E,15,F,1,1,057500,00.0
CM53,AA,201602,C,17,,B,11,0110,1,ZP-02,F,15,F,1,1,066805,01.8
CM53,AC,201812,D,17,,C,24,0110,1,ZP-03,H,10,F,1,1,087600,04.4
CM53,AC,201902,E,04,,A,24,0110,1,ZP-02,F,15,F,1,1,065453,00.0
CM53,AA,201903,J,21,,G,24,0110,1,ES-**,R,50,F,1,1,189600,24.9
CM53,AC,201904,G,04,,C,24,0110,1,ZP-03,I,10,F,1,1,090000,03.7
CM53,AC,201904,F,04,,A,24,0110,1,ZP-03,I,15,F,1,1,093300,00.0
CM53,AC,201907,D,04,,A,24,0110,1,ZP-03,J,15,F,1,1,106012,00.0
CM53,AC,201906,D,13,,A,24,0110,1,ZP-03,H,15,F,1,1,080000,00.0
CM53,AC,201907,D,04,,A,24,0110,1,ZP-02,G,15,F,1,1,070000,00.0
CM53,AC,201907,H,21,,A,24,0110,1,ZP-03,J,15,F,1,1,108422,00.0
CM53,AD,201905,C,17,,A,24,0110,1,ZP-03,H,30,F,1,1,088440,00.0
CM53,AC,201908,D,04,,A,24,0110,1,ZP-02,F,15,F,1,1,064000,00.0
CM53,AC,201908,G,04,,C,24,0110,1,ZP-04,N,15,F,1,1,145000,03.8
CM53,AD,201908,D,13,,A,13,0110,1,ZP-04,I,40,F,2,1,093282,00.0
CM54,AC,201802,D,21,,A,24,0110,1,ZP-03,I,15,F,1,1,097000,00.0
CM54,AC,201802,D,17,,B,25,0110,1,ZP-03,J,15,F,1,1,100895,02.5
CM54,AC,201801,G,18,,A,45,0110,1,ZP-04,J,15,F,1,1,108047,00.0
CM54,AC,201801,D,17,,A,25,0110,1,ZP-03,G,15,F,1,1,076850,00.0
CM54,AC,201709,D,14,,D,15,0110,1,ZP-03,H,15,F,1,1,083000,08.6
CM54,AC,201709,D,14,,D,15,0110,1,ZP-03,H,10,F,1,1,083000,08.6
CM54,AC,201705,C,21,,A,24,0110,1,ZP-03,H,15,F,1,1,080000,00.0
CM54,AC,201705,C,18,,A,53,0110,1,ZP-03,G,15,F,1,1,078000,00.0
CM54,AC,201605,H,21,,D,24,0110,1,SL-00,Q,10,F,1,1,174257,06.7
CM54,AC,201507,C,17,,A,53,0110,1,ZP-03,G,15,F,1,1,073108,00.0
CM54,AC,201508,D,21,,A,53,0110,1,ZP-03,H,15,F,1,1,087000,00.0
CM54,AC,201711,E,21,,A,24,0110,1,ZP-04,I,15,F,1,1,099640,00.0
CM54,AC,201711,D,17,,A,11,0110,1,ZP-03,H,15,F,1,1,083013,00.0
CM54,AC,201904,E,04,,A,24,0110,1,ZP-04,I,15,F,1,1,099172,00.0
CM55,AC,201512,C,17,13,A,11,0110,1,GS-13,I,15,F,1,1,090823,00.0
CM55,AC,201512,E,21,12,A,11,0110,1,GS-12,G,15,F,1,1,076378,00.0
CM55,AC,201511,E,21,13,A,11,0110,1,GS-13,K,15,F,1,1,118069,00.0
CM55,AC,201907,C,04,09,A,11,0110,1,GS-09,E,15,F,1,1,057510,00.0
CM55,AC,201909,B,17,09,B,11,0110,1,GS-09,E,15,F,1,1,057510,01.2
CM56,AC,201601,D,17,14,A,51,0110,1,GS-14,K,15,F,1,1,119776,00.0
CM56,AC,201610,D,17,13,A,51,0110,1,GS-13,I,15,F,1,1,092145,00.0
CM56,AC,201507,G,21,15,C,51,0110,1,GS-15,L,15,F,1,1,126245,04.8
CM56,AA,201909,F,21,14,E,51,0110,1,GS-14,M,10,F,1,1,132818,10.1
CM56,AA,201909,E,17,13,E,51,0110,1,GS-13,K,10,F,1,1,115699,14.8
CM57,AC,201609,E,21,,A,24,0110,1,ZP-03,H,15,F,1,1,085000,00.0
CM57,AC,201503,E,15,,A,24,0110,1,ZP-03,H,15,F,1,1,085000,00.0
CM57,AC,201608,C,21,,A,24,0110,1,ZP-03,H,15,F,1,1,085000,00.0
CM57,AC,201908,D,21,,A,24,0110,1,ZP-04,J,15,F,1,1,109800,00.0
CM61,AD,201511,E,21,15,A,11,0110,1,GS-15,O,40,F,2,1,158700,00.0
CM63,AC,201612,E,21,13,A,08,0110,1,GS-13,K,15,F,1,1,118018,00.0
CM63,AA,201612,I,22,,F,24,0110,1,ES-**,R,50,F,1,1,185100,17.5
CM63,AC,201609,E,13,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AD,201802,I,21,15,A,24,0110,1,GG-15,M,40,I,2,1,134789,00.0
CM63,AC,201706,E,17,13,A,21,0110,1,GG-13,J,20,F,2,1,100118,00.0
CM63,AC,201606,D,21,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AC,201606,F,21,12,A,24,0110,1,GS-12,H,15,F,1,1,087821,00.0
CM63,AC,201807,D,04,13,A,24,0110,1,GS-13,J,15,F,1,1,106668,00.0
CM63,AC,201506,E,21,12,A,24,0110,1,GS-12,G,15,F,1,1,076378,00.0
CM63,AD,201807,C,17,09,A,24,0110,1,GG-09,E,40,F,2,1,056233,00.0
CM63,AC,201506,E,21,13,A,24,0110,1,GS-13,J,15,F,1,1,102932,00.0
CM63,AC,201801,E,21,12,A,17,0110,1,GG-12,I,20,F,2,1,090496,00.0
CM63,AC,201709,C,17,11,A,20,0110,1,GG-11,F,20,F,2,1,060487,00.0
CM63,AC,201607,C,13,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AC,201607,D,21,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AC,201607,C,17,12,A,24,0110,1,GS-12,H,15,F,1,1,087821,00.0
CM63,AC,201607,C,21,12,A,24,0110,1,GS-12,G,15,F,1,1,077490,00.0
CM63,AC,201510,C,17,12,A,24,0110,1,GS-12,H,15,F,1,1,086564,00.0
CM63,AC,201507,C,13,12,A,24,0110,1,GS-12,I,15,F,1,1,099296,00.0
CM63,AC,201508,C,17,12,A,24,0110,1,GS-12,H,15,F,1,1,086564,00.0
CM63,AC,201508,C,21,12,A,24,0110,1,GS-12,I,15,F,1,1,099296,00.0
CM63,AC,201508,D,13,13,A,24,0110,1,GS-13,I,15,F,1,1,099905,00.0
CM63,AC,201507,D,21,12,A,24,0110,1,GS-12,I,15,F,1,1,099296,00.0
CM63,AC,201809,C,04,12,A,24,0110,1,GS-12,I,15,F,1,1,092421,00.0
CM63,AD,201809,C,17,09,A,24,0110,1,GG-09,E,40,F,2,1,056233,00.0
CM63,AD,201809,C,21,12,A,48,0110,1,GS-12,G,40,F,2,1,078482,00.0
CM63,AC,201508,D,17,13,A,24,0110,1,GS-13,I,15,F,1,1,090823,00.0
CM63,AD,201410,E,21,15,A,24,0110,1,GS-15,O,40,I,2,1,157100,00.0
CM63,AC,201809,E,04,13,A,24,0110,1,GS-13,K,15,F,1,1,113132,00.0
CM63,AD,201809,C,21,11,A,24,0110,1,GG-11,F,40,P,2,1,068036,00.0
CM63,AC,201608,D,17,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AC,201608,C,21,12,A,24,0110,1,GS-12,H,15,F,1,1,087821,00.0
CM63,AC,201608,C,17,13,A,24,0110,1,GS-13,J,15,F,1,1,104433,00.0
CM63,AC,201608,D,13,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AC,201608,C,07,12,A,24,0110,1,GS-12,J,15,F,1,1,100736,00.0
CM63,AD,201808,F,21,15,A,13,0110,1,GG-15,Z,40,I,2,1,,00.0
CM63,AC,201411,E,21,13,A,36,0110,1,GG-13,L,20,F,2,1,121136,00.0
CM63,AD,201509,H,21,15,E,24,0110,1,GS-15,O,40,I,2,1,158700,10.3
CM63,AD,201904,E,21,13,C,24,0110,1,GS-13,L,40,I,2,1,128920,03.8
CM63,AC,201907,D,17,12,A,24,0110,1,GS-12,I,15,F,1,1,094520,00.0
CM63,AC,201907,D,17,12,A,24,0110,1,GS-12,J,15,F,1,1,108422,00.0
CM63,AD,201907,C,04,11,A,24,0110,1,GG-11,G,40,F,2,1,078861,00.0
CM63,AC,201906,D,04,12,A,24,0110,1,GS-12,H,15,F,1,1,083398,00.0
CM63,AC,201908,D,04,12,A,24,0110,1,GS-12,H,15,F,1,1,083398,00.0
CM63,AC,201909,E,13,13,A,24,0110,1,GS-13,L,15,F,1,1,128920,00.0
CM63,AD,201909,D,21,11,A,24,0110,1,GG-11,F,40,P,2,1,069581,00.0
CM63,AC,201909,C,21,12,A,24,0110,1,GS-12,H,15,F,1,1,083398,00.0
CM63,AC,201909,C,17,12,A,24,0110,1,GS-12,H,15,F,1,1,083398,00.0
CM63,AC,201909,C,17,12,A,24,0110,1,GS-12,J,15,F,1,1,108422,00.0
CM65,AE,201511,J,21,,A,11,0110,1,ES-**,R,55,F,1,1,180000,00.0
CT00,AC,201412,I,13,,C,11,0110,1,CT-13,J,10,F,1,1,107909,03.2
CT00,AC,201609,F,17,,A,11,0110,1,CT-13,O,15,F,1,1,152000,00.0
CT00,AC,201506,D,13,,A,11,0110,1,CT-13,N,15,F,1,1,141156,00.0
CT00,AC,201506,H,21,,A,11,0110,1,CT-13,L,15,F,1,1,127501,00.0
CT00,AC,201506,C,17,,A,11,0110,1,CT-12,I,15,F,1,1,092558,00.0
CT00,AD,201709,H,21,,A,11,0110,1,CT-18,U,44,F,2,1,230013,00.0
CT00,AC,201503,C,17,,A,11,0110,1,CT-11,G,15,F,1,1,075711,00.0
CT00,AC,201804,E,17,,C,11,0110,1,CT-12,I,15,F,1,1,099408,03.9
CT00,AC,201804,C,17,,C,11,0110,1,CT-13,K,15,F,1,1,118212,03.7
CT00,AA,201508,D,21,,D,11,0110,1,CT-14,N,10,F,1,1,140803,05.3
CT00,AC,201507,C,13,,C,11,0110,1,CT-12,I,10,F,1,1,092558,03.9
CT00,AA,201511,E,18,,D,11,0110,1,CT-13,L,10,F,1,1,126101,05.0
CT00,AC,201411,E,13,,A,11,0110,1,CT-12,J,10,F,1,1,100000,00.0
CT00,AC,201904,F,21,,C,11,0110,1,CT-13,N,15,F,1,1,145000,04.8
CT00,AC,201904,E,21,,C,11,0110,1,CT-13,N,15,F,1,1,145000,04.7
CT00,AC,201907,E,21,,A,36,0110,1,CT-13,O,15,F,1,1,155000,00.0
CT00,AC,201908,D,21,,A,11,0110,1,CT-12,M,15,F,1,1,135000,00.0
CT00,AC,201908,F,17,,A,11,0110,1,CT-13,P,15,F,1,1,165001,00.0
CU00,AC,201606,H,21,,A,51,0110,1,CU-14,P,10,F,1,1,160000,00.0
CU00,AA,201605,G,18,,F,51,0110,1,CU-15,Q,10,F,1,1,170000,18.3
CU00,AC,201810,E,21,,D,51,0110,1,CU-14,M,15,F,1,1,,06.2
CU00,AC,201810,F,17,,F,51,0110,1,CU-14,K,10,F,1,1,,18.0
CU00,AA,201812,G,21,,F,51,0110,1,SS-02,W,10,F,1,1,,16.9
DD07,AC,201602,D,14,13,D,51,0110,1,GS-13,I,15,F,1,1,092145,07.6
DD07,AC,201902,C,17,12,A,51,0110,1,GS-12,H,15,F,1,1,086179,00.0
DD48,AC,201706,E,17,11,A,51,0110,1,GS-11,G,15,F,1,1,070943,00.0
DD48,AD,201510,B,13,07,A,51,0110,1,GS-07,D,48,F,2,1,043057,00.0
DD63,AC,201908,J,21,13,A,42,0110,1,GS-13,I,15,F,1,1,096089,00.0
DD69,AD,201710,H,21,,C,11,0110,1,AD-04,M,48,F,2,1,137000,03.0
DD69,AD,201511,I,17,,A,11,0110,1,AD-02,M,48,F,2,1,133000,00.0
DD69,AD,201511,I,04,,A,11,0110,1,AD-03,M,48,F,2,1,138000,00.0
DJ01,AC,201611,D,17,14,C,11,0110,1,GS-14,J,15,F,1,1,108887,03.3
DJ01,AC,201701,E,21,15,A,11,0110,1,GS-15,P,15,F,1,1,161900,00.0
DJ01,AC,201707,F,21,15,A,11,0110,1,GS-15,M,15,F,1,1,131767,00.0
DJ01,AC,201707,D,21,13,B,11,0110,1,GS-13,I,15,F,1,1,094796,01.6
DJ01,AC,201505,E,21,15,A,11,0110,1,GS-15,L,15,F,1,1,126245,00.0
DJ01,AA,201503,F,17,15,D,11,0110,1,GS-15,M,15,F,1,1,138871,06.6
DJ01,AC,201508,D,21,12,A,11,0110,1,GS-12,G,15,F,1,1,076378,00.0
DJ01,AC,201508,C,21,12,A,11,0110,1,GS-12,I,15,F,1,1,099296,00.0
DJ01,AA,201410,F,21,15,D,11,0110,1,GS-15,N,10,F,1,1,145827,08.1
DJ01,AC,201608,G,21,14,A,11,0110,1,GS-14,N,15,F,1,1,141555,00.0
DJ01,AC,201511,E,21,14,A,11,0110,1,GS-14,M,15,F,1,1,139523,00.0
DJ01,AC,201509,C,21,12,A,11,0110,1,GS-12,I,15,F,1,1,099296,00.0
DJ01,AC,201509,C,21,12,A,11,0110,1,GS-12,G,15,F,1,1,076378,00.0
DJ01,AA,201908,D,21,14,C,11,0110,1,GS-14,L,15,F,1,1,125005,03.0
DJ01,AC,201908,D,21,13,A,11,0110,1,GS-13,L,15,F,1,1,128920,00.0
DJ01,AC,201908,D,21,12,A,11,0110,1,GS-12,H,15,F,1,1,083398,00.0
DJ15,AC,201712,E,17,14,D,11,0110,1,GS-14,K,10,F,1,1,112021,07.8
DLAA,AD,201801,I,17,,F,11,0110,1,SL-00,P,44,F,2,1,165300,19.8
DLBL,AC,201811,K,17,15,J,11,0110,1,GS-15,P,20,P,2,1,164200,47.4
DLBL,AC,201508,K,17,15,J,11,0110,1,GS-15,O,20,I,2,1,158700,45.2
DLEH,AC,201808,E,17,14,A,11,0110,1,GS-14,K,15,F,1,1,114590,00.0
DLEH,AA,201808,E,13,14,C,11,0110,1,GS-14,K,10,F,1,1,114590,03.3
DLEH,AA,201909,E,21,13,C,11,0110,1,GS-13,J,10,F,1,1,109088,03.1
DLET,AA,201601,D,17,09,B,11,0110,1,GS-09,E,15,F,1,1,053435,01.5
DLLS,AC,201501,D,04,05,A,11,0119,3,GS-05,C,15,P,2,1,034759,00.0
DLLS,AC,201501,C,04,05,A,06,0119,3,GS-05,C,15,P,2,1,031944,00.0
DLLS,AC,201412,H,04,05,B,42,0119,3,GS-05,C,15,P,2,1,034867,02.3
DLLS,AC,201501,G,04,05,A,42,0119,3,GS-05,C,15,P,2,1,034079,00.0
DLLS,AC,201611,H,13,05,A,55,0119,3,GS-05,C,15,P,2,1,032318,00.0
DLLS,AC,201501,D,04,05,A,06,0119,3,GS-05,D,15,P,2,1,045179,00.0
DLLS,AD,201611,B,13,07,A,25,0110,1,GS-07,D,35,F,1,1,043828,00.0
