AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
AM00,SA,201908,E,13,14,D,11,0110,1,GS-14,M,10,F,1,1,132818,05.8
AM00,SD,201909,K,14,15,F,11,0110,1,GS-15,P,10,F,1,1,166500,15.3
ARCE,SC,201412,K,13,13,I,53,0110,1,GS-13,J,20,I,2,1,101924,32.3
ARCE,SJ,201611,I,13,13,I,47,0110,1,GS-13,J,20,P,2,1,104150,32.4
ARCE,SC,201611,E,13,11,C,42,0110,1,GS-11,F,10,F,1,1,067545,04.1
ARCE,SA,201611,C,17,09,B,54,0110,1,GS-09,E,15,F,1,1,050600,02.0
ARCE,SD,201412,J,13,13,G,54,0110,1,GS-13,K,10,F,1,1,112655,23.2
ARCE,SD,201601,J,13,13,E,02,0110,1,GS-13,K,10,F,1,1,117077,10.3
ARCE,SC,201609,D,17,11,B,06,0110,1,GS-11,G,15,F,1,1,072678,01.2
ARCE,SE,201609,G,17,12,H,42,0110,1,GS-12,I,10,F,1,1,098669,25.5
ARCE,SD,201707,K,18,13,I,25,0110,1,GS-13,L,10,F,1,1,122875,33.9
ARCE,SC,201609,D,17,11,B,06,0110,1,GS-11,F,15,F,1,1,065643,02.8
ARCE,SD,201609,J,11,12,G,53,0110,1,GS-12,I,10,F,1,1,091109,21.3
ARCE,SJ,201710,J,17,12,J,36,0110,1,GS-12,I,20,I,2,1,096757,39.7
ARCE,SC,201802,G,21,11,A,22,0110,1,GS-11,F,15,F,1,1,061218,00.7
ARCE,SC,201512,K,17,13,I,53,0110,1,GS-13,J,20,I,2,1,108507,34.4
ARCE,SD,201803,K,17,13,H,31,0110,1,GS-13,K,10,F,1,1,113428,27.4
ARCE,SD,201803,J,17,13,G,53,0110,1,GS-13,I,10,F,1,1,094618,24.8
ARCE,SJ,201606,J,17,12,J,36,0110,1,GS-12,I,20,I,2,1,094706,38.7
ARCE,SD,201807,K,17,11,G,22,0110,1,GS-11,G,10,F,1,1,079586,22.9
ARCE,SD,201506,K,17,12,D,29,0110,1,GS-12,H,10,F,1,1,088915,08.7
ARCE,SD,201606,J,17,14,I,41,0110,1,GS-14,M,10,F,1,1,136916,33.6
ARCE,SC,201811,K,17,13,J,53,0110,1,GS-13,K,20,I,2,1,113428,38.3
ARCE,SA,201709,D,17,12,D,27,0110,1,GS-12,H,10,F,1,1,084671,09.4
ARCE,SC,201503,C,13,11,D,05,0110,1,GS-11,F,10,F,1,1,066370,05.4
ARCE,SD,201701,K,17,13,J,42,0110,1,GS-13,K,10,F,1,1,112017,40.3
ARCE,SD,201607,I,13,13,I,45,0110,1,GS-13,J,10,F,1,1,109781,30.3
ARCE,SD,201604,J,17,12,J,15,0110,1,GS-12,J,10,F,1,1,100852,41.0
ARCE,SD,201604,K,17,11,F,06,0110,1,GS-11,H,10,F,1,1,081568,15.3
ARCE,SC,201604,C,13,12,D,02,0110,1,GS-12,H,10,F,1,1,082907,07.4
ARCE,SJ,201605,J,17,13,J,54,0110,1,GS-13,J,20,I,2,1,109781,37.3
ARCE,SA,201510,F,14,12,F,06,0110,1,GS-12,J,10,F,1,1,108034,18.8
ARCE,SJ,201510,I,13,13,I,47,0110,1,GS-13,J,20,P,2,1,102943,31.2
ARCE,SD,201605,I,17,15,H,45,0110,1,GS-15,O,10,F,1,1,152593,29.0
ARCE,SC,201507,C,13,11,C,31,0110,1,GS-11,F,10,F,1,1,060514,04.6
ARCE,SA,201508,D,17,12,E,22,0110,1,GS-12,I,10,F,1,1,091255,11.5
ARCE,SJ,201507,K,17,13,J,53,0110,1,GS-13,J,20,I,2,1,108507,48.5
ARCE,SC,201809,E,21,12,B,25,0110,1,GS-12,I,15,F,1,1,094590,02.0
ARCE,SD,201501,K,13,15,J,11,0110,1,GS-15,P,10,F,1,1,164075,36.4
ARCE,SD,201511,I,17,15,A,11,0110,1,GS-15,O,10,F,1,1,158700,00.0
ARCE,SJ,201810,I,21,13,B,51,0110,1,GS-13,K,20,F,2,1,113132,02.0
ARCE,SJ,201810,J,18,15,I,45,0110,1,GS-15,O,20,I,2,1,157663,33.4
ARCE,SC,201411,K,13,13,J,53,0110,1,GS-13,J,20,I,2,1,107434,44.9
ARCE,SC,201411,K,17,12,J,53,0110,1,GS-12,I,20,I,2,1,090344,42.2
ARCE,SD,201711,J,17,14,I,22,0110,1,GS-14,L,10,F,1,1,121692,33.6
ARCE,SC,201812,D,18,12,D,15,0110,1,GS-12,H,10,P,2,1,080343,07.5
ARCE,SD,201901,J,17,15,F,51,0110,1,GS-15,P,10,F,1,1,161746,17.1
ARCE,SD,201903,I,13,14,I,13,0110,1,GS-14,N,10,F,1,1,143304,30.9
ARCE,SD,201903,J,17,14,I,39,0110,1,GS-14,M,10,F,1,1,134356,31.7
ARCE,SC,201904,D,13,11,B,53,0110,1,GS-11,F,15,F,1,1,067816,02.6
ARCE,SD,201907,J,17,13,J,51,0110,1,GS-13,L,10,F,1,1,128920,38.3
ARCE,SD,201906,I,13,13,I,12,0110,1,GS-13,K,10,F,1,1,115313,33.1
ARCE,SJ,201907,J,04,14,A,39,0110,1,GS-14,M,20,I,2,1,134356,00.3
ARCE,SD,201905,K,17,11,F,48,0110,1,GS-11,H,10,F,1,1,086886,18.3
ARCE,SA,201906,E,13,12,E,13,0110,1,GS-12,H,10,F,1,1,089517,10.7
ARCE,SC,201905,E,17,12,B,06,0110,1,GS-12,I,15,F,1,1,096547,02.5
ARCE,SC,201905,B,13,07,A,31,0110,1,GS-07,D,15,F,1,1,042126,00.7
ARCE,SC,201908,J,17,12,B,53,0110,1,GS-12,I,20,I,2,1,096978,01.4
ARCE,SJ,201908,J,13,12,I,21,0110,1,GS-12,I,20,P,2,1,096978,34.2
ARCE,SA,201908,I,17,12,E,05,0110,1,GS-12,H,10,F,1,1,087030,10.9
ARCE,SD,201908,I,14,14,J,54,0110,1,GS-14,L,10,F,1,1,125788,36.8
ARCE,SC,201909,E,17,11,C,02,0110,1,GS-11,G,10,F,1,1,071662,03.1
ARCE,SD,201909,J,17,13,J,42,0110,1,GS-13,L,10,F,1,1,124913,40.8
ARMC,SD,201505,K,17,,D,24,0110,1,DB-03,L,10,F,1,1,127030,06.1
ARSA,SD,201602,J,13,15,I,51,0110,1,GS-15,N,10,F,1,1,149432,30.5
ARSB,SC,201805,B,13,09,B,36,0110,1,GS-09,E,15,F,1,1,052269,01.8
BG00,SA,201504,E,17,15,C,11,0110,1,GS-15,O,10,F,1,1,158700,04.1
BG00,SD,201811,I,17,14,I,11,0110,1,GS-14,N,10,P,2,1,145148,30.0
BG00,SA,201605,E,18,12,A,11,0110,1,GS-12,H,10,F,1,1,082656,00.8
BO00,SD,201412,J,21,15,J,11,0110,1,GS-15,O,10,F,1,1,157100,35.3
BO00,SD,201701,K,21,15,J,11,0110,1,GS-15,P,10,F,1,1,160300,42.0
BO00,SC,201707,E,21,13,B,11,0110,1,GS-13,K,15,F,1,1,110595,02.0
BO00,SC,201502,F,17,15,F,11,0110,1,GS-15,M,10,F,1,1,138871,17.3
BO00,SA,201807,I,17,,G,11,0110,1,ES-**,R,50,F,1,1,189600,24.8
BO00,SC,201712,D,21,14,C,11,0110,1,GS-14,L,15,F,1,1,123223,03.2
BO00,SD,201709,I,21,15,F,11,0110,1,GS-15,P,10,F,1,1,161900,17.2
BO00,SC,201708,F,21,15,D,11,0110,1,GS-15,P,10,F,1,1,161900,07.1
BO00,SD,201610,K,17,15,J,11,0110,1,GS-15,P,10,F,1,1,160300,41.5
BO00,SD,201508,K,21,,J,11,0110,1,ES-**,Q,50,F,1,1,174867,42.4
BO00,SC,201608,G,21,15,D,11,0110,1,GS-15,O,10,F,1,1,157971,08.2
BO00,SD,201411,K,21,15,E,11,0110,1,GS-15,M,10,F,1,1,137494,14.4
CE00,SC,201703,D,21,,C,11,0110,1,AD-00,M,48,F,2,1,131686,03.6
CE00,SC,201412,C,18,,A,11,0110,1,AD-00,F,48,I,2,1,065000,00.4
CE00,SC,201412,C,17,,B,11,0110,1,AD-00,E,48,F,2,1,050500,01.0
CE00,SC,201806,C,21,,A,11,0110,1,AD-00,I,48,F,2,1,092061,00.7
CE00,SC,201701,D,14,,C,11,0110,1,AD-00,N,48,F,2,1,149267,03.3
CE00,SC,201701,C,17,,B,11,0110,1,AD-00,E,48,F,2,1,055041,01.3
CE00,SC,201701,C,13,,B,11,0110,1,AD-00,F,48,F,2,1,061728,02.4
CE00,SC,201707,C,18,,B,11,0110,1,AD-00,E,48,F,2,1,053498,01.0
CE00,SC,201803,C,17,,C,11,0110,1,AD-00,E,48,F,2,1,057282,04.3
CE00,SC,201606,C,13,,B,11,0110,1,AD-00,D,48,F,2,1,049157,01.8
CE00,SC,201606,D,18,,A,11,0110,1,AD-00,E,48,F,2,1,050730,00.8
CE00,SA,201807,C,18,,B,11,0110,1,AD-00,F,48,F,2,1,066489,02.7
CE00,SC,201606,B,13,,B,11,0110,1,AD-00,D,48,F,2,1,049157,01.8
CE00,SC,201506,C,17,,B,11,0110,1,AD-00,D,48,F,2,1,048965,01.3
CE00,SC,201503,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,050500,00.6
CE00,SC,201701,B,14,,A,11,0110,1,AD-00,E,48,F,2,1,051440,00.5
CE00,SC,201701,B,09,,B,11,0110,1,AD-00,D,48,F,2,1,048868,01.0
CE00,SC,201709,B,17,,B,11,0110,1,AD-00,E,48,F,2,1,056000,01.1
CE00,SC,201702,B,13,,A,11,0110,1,AD-00,E,48,F,2,1,051440,00.7
CE00,SC,201705,C,13,,A,11,0110,1,AD-00,E,48,F,2,1,051440,00.9
CE00,SA,201702,B,13,,A,11,0110,1,AD-00,E,48,F,2,1,051440,00.6
CE00,SC,201607,B,13,,B,11,0110,1,AD-00,D,48,F,2,1,049157,01.9
CE00,SC,201705,C,17,,A,11,0110,1,AD-00,E,48,F,2,1,053498,00.7
CE00,SC,201705,C,13,,B,11,0110,1,AD-00,E,48,F,2,1,051440,02.0
CE00,SC,201708,C,18,,B,11,0110,1,AD-00,E,48,F,2,1,053498,01.0
CE00,SC,201708,C,13,,B,11,0110,1,AD-00,E,48,F,2,1,051440,01.1
CE00,SC,201607,B,13,,B,11,0110,1,AD-00,D,48,F,2,1,048701,02.9
CE00,SA,201604,C,18,,B,11,0110,1,AD-00,E,48,F,2,1,054281,02.9
CE00,SC,201605,C,15,,A,11,0110,1,AD-00,E,48,F,2,1,053774,00.7
CE00,SC,201507,F,22,,B,11,0110,1,AD-00,N,48,F,2,1,149480,01.2
CE00,SC,201701,B,13,,A,11,0110,1,AD-00,E,48,F,2,1,051440,00.5
CE00,SC,201809,B,14,,B,11,0110,1,AD-00,E,48,F,2,1,055145,01.1
CE00,SC,201608,B,18,,A,11,0110,1,AD-00,E,48,F,2,1,050730,00.9
CE00,SJ,201608,C,18,,A,11,0110,1,AD-00,E,48,F,2,1,052500,00.5
CE00,SA,201410,B,13,,B,11,0110,1,AD-00,D,48,F,2,1,048480,02.1
CE00,SC,201808,B,13,,B,11,0110,1,AD-00,E,48,F,2,1,052588,01.2
CE00,SC,201509,C,13,,B,11,0110,1,AD-00,D,48,F,2,1,048450,01.3
CE00,SC,201602,C,13,,B,11,0110,1,AD-00,F,48,F,2,1,065949,01.3
CE00,SC,201903,C,13,,B,11,0110,1,AD-00,E,38,F,1,1,050000,01.0
CE00,SC,201907,C,17,,A,11,0110,1,AD-00,E,48,F,2,1,050950,00.4
CE00,SC,201905,C,13,,B,11,0110,1,AD-00,E,48,F,2,1,057500,01.9
CE00,SC,201905,B,13,,B,11,0110,1,AD-00,E,48,F,2,1,053587,01.8
CE00,SC,201908,C,21,,B,11,0110,1,AD-00,I,38,F,1,1,091710,01.1
CM53,SC,201412,D,17,,D,11,0110,1,ZP-03,G,10,F,1,1,078150,05.4
CM53,SD,201501,J,17,,F,11,0110,1,ZP-03,I,10,F,1,1,092171,16.3
CM53,SC,201611,F,17,,D,24,0110,1,ZP-02,F,20,P,2,1,062158,05.8
CM53,SC,201412,D,13,,D,11,0110,1,ZP-04,J,10,F,1,1,104591,05.3
CM53,SA,201611,D,17,,B,24,0110,1,ZP-02,F,15,F,1,1,068529,02.4
CM53,SC,201412,D,04,,C,11,0110,1,ZP-03,I,10,F,1,1,092829,04.4
CM53,SC,201703,D,17,,E,24,0110,1,ZP-04,K,10,F,1,1,118228,10.9
CM53,SD,201504,J,14,,J,11,0110,1,ES-**,Q,50,F,1,1,177938,38.4
CM53,SA,201603,D,17,,D,11,0110,1,ZP-03,J,10,F,1,1,100736,08.5
CM53,SA,201504,E,17,,D,11,0110,1,ZP-04,J,10,F,1,1,103327,05.2
CM53,SA,201806,C,13,,C,24,0110,1,ZP-03,G,10,F,1,1,071577,03.3
CM53,SC,201504,D,17,,D,11,0110,1,ZP-03,I,10,P,2,1,091743,05.8
CM53,SA,201601,D,17,,C,11,0110,1,ZP-03,H,10,F,1,1,086474,03.6
CM53,SA,201504,D,04,,B,11,0110,1,ZP-04,J,15,F,1,1,106238,01.9
CM53,SD,201601,K,21,,J,11,0110,1,ZP-04,N,10,F,1,1,148020,40.5
CM53,SC,201504,D,12,,E,11,0110,1,ZP-02,G,10,F,1,1,075395,10.3
CM53,SC,201609,D,17,,D,24,0110,1,ZP-04,I,10,F,1,1,092145,05.8
CM53,SA,201701,G,17,,F,24,0110,1,ZP-03,I,10,F,1,1,095523,16.1
CM53,SD,201612,J,17,,I,24,0110,1,ES-**,R,50,F,1,1,185100,32.1
CM53,SD,201612,I,13,,J,24,0110,1,ZP-04,O,10,F,1,1,150176,35.8
CM53,SA,201609,F,17,,F,24,0110,1,ZP-04,M,10,F,1,1,133491,16.1
CM53,SC,201701,C,14,,A,24,0110,1,ZP-02,F,15,F,1,1,063784,00.5
CM53,SA,201707,H,04,,D,24,0110,1,ZP-05,P,10,F,1,1,161900,08.5
CM53,SA,201710,B,13,,A,24,0110,1,ZP-01,E,35,F,1,1,052468,00.8
CM53,SA,201707,C,13,,B,24,0110,1,ZP-02,F,15,F,1,1,060000,01.1
CM53,SA,201501,D,04,,B,11,0110,1,ZP-03,H,15,F,1,1,086424,02.3
CM53,SA,201501,F,17,,F,11,0110,1,ZP-04,N,10,F,1,1,142280,16.5
CM53,SA,201505,D,17,,B,11,0110,1,ZP-02,F,15,F,1,1,060600,01.2
CM53,SA,201707,F,13,,G,24,0110,1,ZP-04,O,10,F,1,1,154498,22.0
CM53,SC,201802,D,04,,C,24,0110,1,ZP-04,K,10,F,1,1,116000,03.5
CM53,SD,201502,J,17,,I,11,0110,1,ZP-04,N,10,F,1,1,148020,31.7
CM53,SA,201502,E,13,,D,11,0110,1,ZP-02,E,10,F,1,1,057510,05.4
CM53,SC,201505,F,14,,G,11,0110,1,ZP-04,M,10,P,2,1,139523,20.5
CM53,SA,201502,D,13,,E,11,0110,1,ZP-03,I,10,F,1,1,099296,12.3
CM53,SD,201505,I,13,,I,11,0110,1,ZP-04,M,10,F,1,1,139523,31.3
CM53,SA,201505,C,04,,B,11,0110,1,ZP-03,G,15,F,1,1,076508,01.8
CM53,SC,201802,B,13,,B,24,0110,1,ZP-03,G,15,F,1,1,071157,01.6
CM53,SC,201802,F,21,,B,24,0110,1,ZP-04,K,15,F,1,1,116813,01.6
CM53,SD,201802,J,13,,J,24,0110,1,ZP-04,O,10,F,1,1,158039,39.5
CM53,SC,201512,B,13,,A,11,0110,1,ZP-02,E,35,F,1,1,054100,00.8
CM53,SC,201606,C,13,,B,24,0110,1,ZP-02,F,15,F,1,1,063795,01.0
CM53,SD,201807,K,18,,J,24,0110,1,ZP-04,N,10,F,1,1,148967,39.9
CM53,SJ,201706,G,13,,B,24,0110,1,ZP-02,F,35,F,1,1,066871,01.0
CM53,SC,201506,F,17,,F,11,0110,1,ZP-03,I,10,F,1,1,099296,16.8
CM53,SA,201807,B,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.0
CM53,SC,201801,D,13,,C,24,0110,1,ZP-03,G,10,F,1,1,074622,03.4
CM53,SK,201801,H,17,,G,24,0110,1,ZP-04,N,10,F,1,1,148967,24.4
CM53,SC,201506,C,17,,C,11,0110,1,ZP-03,F,10,F,1,1,069857,04.3
CM53,SA,201807,D,14,,C,24,0110,1,ZP-02,F,10,F,1,1,064227,03.8
CM53,SA,201606,E,13,,E,24,0110,1,ZP-04,L,10,F,1,1,122177,13.0
CM53,SC,201712,D,17,,B,24,0110,1,ZP-03,I,15,F,1,1,090594,01.0
CM53,SA,201506,D,04,,B,11,0110,1,ZP-03,H,15,F,1,1,081372,02.1
CM53,SC,201704,D,13,,D,24,0110,1,ZP-04,L,10,F,1,1,122508,05.1
CM53,SC,201709,B,14,,A,24,0110,1,ZP-02,F,15,F,1,1,060000,00.6
CM53,SK,201811,I,13,,E,24,0110,1,ZP-05,P,10,F,1,1,164200,14.2
CM53,SD,201712,I,13,,I,24,0110,1,ZP-04,N,10,F,1,1,145629,34.9
CM53,SA,201701,E,17,,D,24,0110,1,ZP-03,G,10,F,1,1,073349,08.8
CM53,SC,201503,C,13,,D,11,0110,1,ZP-03,H,10,F,1,1,086376,05.7
CM53,SA,201701,I,21,,D,24,0110,1,ZP-03,J,10,F,1,1,100736,06.6
CM53,SC,201709,B,12,,B,24,0110,1,ZP-02,E,15,F,1,1,057750,01.3
CM53,SA,201702,D,13,,D,24,0110,1,ZP-04,J,10,F,1,1,100698,07.7
CM53,SC,201705,B,13,,B,24,0110,1,ZP-03,G,15,F,1,1,071498,02.1
CM53,SC,201805,C,13,,C,24,0110,1,ZP-03,H,10,F,1,1,088305,03.2
CM53,SC,201805,B,13,,B,24,0110,1,ZP-03,F,15,F,1,1,068036,01.4
CM53,SC,201708,C,17,,C,24,0110,1,ZP-02,G,10,F,1,1,071256,03.3
CM53,SC,201607,C,14,,A,24,0110,1,ZP-02,E,15,F,1,1,055000,00.6
CM53,SD,201607,I,04,,J,24,0110,1,ZP-03,J,10,F,1,1,100736,40.8
CM53,SA,201607,G,13,,F,24,0110,1,ZP-05,P,10,F,1,1,160300,16.9
CM53,SC,201708,C,13,,D,24,0110,1,ZP-02,F,10,P,2,1,064232,06.3
CM53,SA,201705,G,13,,C,24,0110,1,ZP-03,H,10,F,1,1,080756,04.3
CM53,SD,201604,J,21,,H,11,0110,1,ZP-04,N,10,F,1,1,141554,27.8
CM53,SD,201605,I,13,,I,11,0110,1,ZP-05,P,10,F,1,1,160300,32.0
CM53,SA,201605,E,17,,D,11,0110,1,ZP-03,H,10,F,1,1,084273,06.8
CM53,SC,201510,C,17,,C,11,0110,1,ZP-03,G,10,F,1,1,070764,04.7
CM53,SD,201510,I,13,,J,11,0110,1,ZP-03,I,10,F,1,1,099296,36.3
CM53,SA,201610,C,13,,D,24,0110,1,ZP-04,I,10,F,1,1,092145,06.4
CM53,SA,201804,C,13,,B,24,0110,1,ZP-03,H,15,F,1,1,082000,01.7
CM53,SA,201510,C,13,,B,11,0110,1,ZP-03,G,15,F,1,1,072800,02.7
CM53,SA,201510,C,04,,B,11,0110,1,ZP-03,F,15,F,1,1,067767,02.8
CM53,SA,201605,D,17,,D,11,0110,1,ZP-03,I,10,F,1,1,095707,05.8
CM53,SC,201508,D,17,,C,11,0110,1,ZP-03,H,10,F,1,1,080146,04.5
CM53,SC,201508,C,13,,D,11,0110,1,ZP-03,H,10,F,1,1,084240,05.3
CM53,SC,201508,C,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050500,00.9
CM53,SA,201508,E,13,,D,11,0110,1,ZP-03,H,10,F,1,1,083207,09.1
CM53,SA,201701,G,21,,D,24,0110,1,ZP-04,N,10,F,1,1,141555,05.9
CM53,SA,201508,B,04,,B,11,0110,1,ZP-03,F,15,F,1,1,067317,02.6
CM53,SC,201809,G,04,,G,24,0110,1,ZP-05,P,10,F,1,1,164200,21.9
CM53,SC,201511,I,21,,H,11,0110,1,ES-**,R,50,F,1,1,183300,25.1
CM53,SA,201809,B,13,,B,24,0110,1,ZP-03,G,15,F,1,1,072058,02.3
CM53,SC,201608,D,18,,A,24,0110,1,ZP-02,F,15,F,1,1,062000,00.3
CM53,SD,201809,J,17,,E,24,0110,1,ZP-03,J,10,F,1,1,106012,12.5
CM53,SA,201511,D,17,,C,11,0110,1,ZP-03,G,10,F,1,1,076078,04.7
CM53,SC,201608,C,14,,A,24,0110,1,ZP-02,E,15,F,1,1,053435,00.3
CM53,SD,201601,K,21,,J,11,0110,1,ZP-05,O,10,F,1,1,158700,44.3
CM53,SC,201601,D,09,,E,11,0110,1,ZP-03,H,10,F,1,1,081920,10.5
CM53,SC,201601,E,21,,D,11,0110,1,ZP-04,L,10,F,1,1,129427,09.4
CM53,SA,201601,D,13,,C,11,0110,1,ZP-03,G,10,F,1,1,077311,04.9
CM53,SA,201601,F,13,,F,11,0110,1,ES-**,Q,50,F,1,1,178516,16.3
CM53,SA,201411,D,13,,A,11,0110,1,ZP-02,E,35,F,1,1,050000,00.2
CM53,SA,201808,C,04,,A,24,0110,1,ZP-02,F,35,F,1,1,064000,00.3
CM53,SD,201810,J,21,,E,24,0110,1,ES-**,R,50,F,1,1,189600,10.1
CM53,SA,201501,D,13,,D,11,0110,1,ZP-03,G,10,F,1,1,071623,05.4
CM53,SC,201411,D,13,,D,11,0110,1,ZP-03,H,10,F,1,1,089513,05.8
CM53,SC,201810,F,17,,C,24,0110,1,ZP-03,G,10,F,1,1,073266,03.2
CM53,SD,201812,K,17,,G,24,0110,1,ZP-03,J,10,F,1,1,105440,21.8
CM53,SJ,201812,E,21,,A,24,0110,1,ZP-04,N,40,F,2,1,148967,00.3
CM53,SK,201902,K,13,,J,24,0110,1,ZP-03,J,10,F,1,1,106012,44.0
CM53,SC,201903,D,13,,C,24,0110,1,ZP-03,I,10,F,1,1,094613,04.5
CM53,SC,201903,D,13,,D,24,0110,1,ZP-03,H,10,F,1,1,086770,08.4
CM53,SC,201903,C,17,,C,24,0110,1,ZP-03,G,10,F,1,1,075706,04.1
CM53,SC,201903,G,04,,B,24,0110,1,ZP-02,F,35,F,1,1,065000,01.1
CM53,SC,201710,B,13,,A,24,0110,1,ZP-01,E,38,F,1,1,052468,00.8
CM53,SG,201904,K,17,,J,24,0110,1,ZP-05,P,10,R,2,1,166500,39.6
CM53,SC,201906,C,17,,B,24,0110,1,ZP-03,H,15,F,1,1,081992,02.8
CM53,SA,201907,C,13,,C,24,0110,1,ZP-03,G,10,F,1,1,074095,03.1
CM53,SA,201906,E,17,,D,24,0110,1,ZP-05,P,10,F,1,1,160707,07.8
CM53,SJ,201907,C,17,,A,24,0110,1,ZP-03,H,30,F,1,1,088440,00.1
CM53,SD,201905,J,13,,G,24,0110,1,ZP-04,M,10,F,1,1,132386,24.4
CM53,SD,201905,I,13,,I,24,0110,1,ZP-04,O,10,F,1,1,152352,32.7
CM53,SD,201909,J,13,,J,24,0110,1,ZP-04,M,10,F,1,1,139978,47.1
CM53,SA,201909,E,14,,E,24,0110,1,ZP-03,J,10,F,1,1,108422,14.3
CM53,SC,201909,D,13,,C,24,0110,1,ES-**,Q,50,F,1,1,177620,03.8
CM54,SD,201504,J,21,,E,02,0110,1,ZP-04,N,10,F,1,1,140051,14.8
CM54,SK,201612,I,21,,E,53,0110,1,ZP-04,M,10,F,1,1,138695,14.3
CM54,SD,201706,K,21,,I,53,0110,1,ZP-04,O,10,F,1,1,151018,32.9
CM54,SD,201702,J,21,,H,12,0110,1,ZP-04,M,10,F,1,1,139862,28.0
CM54,SD,201510,J,17,,J,06,0110,1,ZP-04,O,10,F,1,1,158700,37.2
CM54,SC,201601,H,21,,F,53,0110,1,ZP-04,N,10,F,1,1,145148,17.3
CM54,SD,201701,K,21,,J,53,0110,1,ZP-04,M,10,F,1,1,138695,41.7
CM54,SD,201809,K,14,,J,24,0110,1,ZP-04,N,10,F,1,1,148967,44.2
CM54,SD,201501,I,17,,J,45,0110,1,ZP-04,L,10,F,1,1,124219,35.8
CM54,SD,201809,J,17,,I,25,0110,1,ZP-04,N,10,F,1,1,148108,30.9
CM54,SC,201711,D,21,,C,24,0110,1,ZP-04,K,10,F,1,1,119515,03.8
CM54,SC,201904,E,14,,D,15,0110,1,ZP-03,H,10,F,1,1,089207,07.4
CM54,SD,201904,K,20,,I,24,0110,1,ZP-04,O,10,F,1,1,152352,31.4
CM54,SA,201909,F,17,,E,24,0110,1,ZP-04,M,10,F,1,1,138030,14.8
CM54,SC,201909,D,17,,C,25,0110,1,ZP-03,J,10,F,1,1,105680,04.2
CM55,SD,201504,K,13,13,J,11,0110,1,GM-13,K,10,F,1,1,118069,47.4
CM55,SC,201806,C,17,12,B,11,0110,1,GS-12,H,15,F,1,1,081548,02.8
CM55,SA,201609,C,14,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,06.0
CM55,SA,201609,C,14,13,D,11,0110,1,GS-13,I,10,F,1,1,095217,06.0
CM55,SA,201606,H,17,14,H,11,0110,1,GS-14,M,10,F,1,1,137926,28.2
CM55,SD,201503,K,21,14,J,11,0110,1,GS-14,M,10,F,1,1,139523,36.6
CM55,SA,201610,F,17,14,G,11,0110,1,GS-14,M,10,F,1,1,137926,20.3
CM55,SA,201510,C,17,12,B,11,0110,1,GS-12,G,35,F,1,1,076378,01.1
CM55,SA,201701,D,17,13,D,11,0110,1,GS-13,J,10,F,1,1,101361,07.4
CM55,SA,201711,E,14,14,E,11,0110,1,GS-14,L,10,F,1,1,123223,10.0
CM55,SD,201901,J,17,15,J,11,0110,1,GS-15,P,10,F,1,1,164200,40.6
CM55,SA,201902,D,13,14,E,11,0110,1,GS-14,L,10,F,1,1,126049,11.8
CM55,SA,201902,D,17,13,D,11,0110,1,GS-13,K,10,F,1,1,112393,08.5
CM55,SA,201905,I,17,14,E,11,0110,1,GS-14,N,10,F,1,1,140632,13.7
CM56,SC,201806,E,21,13,C,51,0110,1,GS-13,J,10,F,1,1,100203,03.7
CM56,SC,201707,G,21,,D,51,0110,1,SL-00,Q,10,F,1,1,172100,07.1
CM56,SC,201907,E,17,15,E,51,0110,1,GS-15,N,10,F,1,1,142443,13.7
CM57,SC,201806,D,21,,C,24,0110,1,ZP-03,J,10,F,1,1,101896,03.8
CM57,SA,201701,G,21,,E,24,0110,1,ZP-04,N,10,F,1,1,141555,14.4
CM57,SD,201604,K,21,,J,24,0110,1,ZP-05,P,10,F,1,1,160300,44.8
CM57,SA,201507,F,18,,D,24,0110,1,ZP-03,I,10,F,1,1,099296,08.5
CM57,SC,201909,D,21,,C,24,0110,1,ZP-03,I,10,F,1,1,097143,03.1
CM61,SA,201809,E,21,15,B,11,0110,1,GS-15,P,40,F,2,1,164200,02.8
CM61,SC,201711,C,13,,D,51,0110,1,ZP-03,I,10,F,1,1,093765,06.3
CM61,SA,201902,E,17,,E,51,0110,1,ZP-05,P,10,F,1,1,162296,12.3
CM63,SC,201809,C,17,09,A,24,0110,1,GG-09,E,40,F,2,1,056233,00.1
CM63,SA,201506,D,04,12,B,24,0110,1,GS-12,I,15,F,1,1,091657,02.8
CM63,SC,201506,E,21,13,B,24,0110,1,GS-13,J,15,F,1,1,105960,02.9
CM63,SA,201704,E,21,14,D,24,0110,1,GS-14,L,10,F,1,1,123223,07.8
CM63,SC,201708,D,17,13,B,24,0110,1,GS-13,I,15,F,1,1,097956,01.8
CM63,SD,201605,K,21,15,I,24,0110,1,GS-15,P,10,F,1,1,160300,31.7
CM63,SC,201701,D,17,13,D,24,0110,1,GS-13,J,10,P,2,1,104275,05.3
CM63,SK,201809,G,21,14,F,24,0110,1,GS-14,N,10,F,1,1,141328,18.5
CM63,SC,201608,D,21,13,C,24,0110,1,GS-13,J,10,F,1,1,101361,03.0
