AGYSUB,ACC,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
AG99,AA,202207,D,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,126233,06.3
AG99,AC,202108,F,21,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,120972,00.6
AG99,AC,202201,D,17,12,D,36,0110,1,GS-12,I,0110,15,F,1,1,092245,06.4
AG99,AC,202206,C,17,13,C,51,0110,1,GS-13,K,0110,10,F,1,1,110384,03.9
AG99,AC,202201,F,21,11,B,02,0110,1,GS-11,G,0110,15,F,1,1,074317,02.0
AG99,AC,202303,E,13,12,A,13,0110,1,GS-12,H,0110,15,F,1,1,087466,00.0
AM**,AC,202011,F,17,14,E,11,0110,1,GS-14,L,0110,15,F,1,1,125360,11.3
AM**,AA,202009,E,21,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,141534,09.3
AM**,AD,202007,D,17,,A,11,0110,1,FP-05,H,0110,48,F,2,1,087711,00.0
AM**,AD,202006,D,17,,A,11,0110,1,FP-05,H,0110,48,F,2,1,085156,00.0
AM**,AD,202008,C,17,11,A,11,0110,1,GS-11,G,0110,35,F,1,1,072030,00.0
AM00,AD,202201,K,17,,J,11,0110,1,FP-02,Q,0110,48,F,2,1,171543,37.4
AM00,AD,202109,H,17,,F,11,0110,1,FP-04,K,0110,48,F,2,1,112606,18.4
AM00,AD,202104,D,17,,B,11,0110,1,FP-04,K,0110,48,F,2,1,112606,02.7
AM00,AC,202004,E,17,15,E,11,0110,1,GS-15,N,0110,10,F,1,1,147458,12.2
AM00,AD,202108,G,17,,E,11,0110,1,FP-05,I,0110,48,F,2,1,091245,11.3
AM00,AD,202109,F,17,,E,11,0110,1,FP-04,K,0110,48,F,2,1,112606,11.1
AM00,AC,201910,E,04,14,A,11,0110,1,GS-14,K,0110,15,F,1,1,117191,00.0
AM00,AD,202304,F,17,,C,11,0110,1,FP-02,O,0110,48,F,2,1,150646,03.5
AM00,AD,202003,I,17,,E,11,0110,1,FP-01,Q,0110,48,F,2,1,170800,10.8
AM00,AD,202006,F,17,,D,11,0110,1,FP-02,M,0110,48,F,2,1,138069,05.8
AM00,AD,202006,F,17,,A,11,0110,1,FP-02,M,0110,48,F,2,1,134047,00.0
AM00,AD,202210,D,17,,B,11,0110,1,FP-04,J,0110,48,F,2,1,109351,01.1
AM00,AD,202107,E,17,,A,11,0110,1,FP-04,J,0110,48,F,2,1,106142,00.8
AM00,AD,202106,G,21,,A,11,0110,1,FP-05,H,0110,48,F,2,1,086007,00.0
AM00,AD,202108,F,21,,A,11,0110,1,FP-04,J,0110,48,F,2,1,106142,00.0
AM00,AC,202208,C,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,074950,00.0
AM00,AD,202208,F,04,,A,11,0110,1,FP-04,J,0110,48,F,2,1,109351,00.0
AM00,AD,202209,D,17,11,A,11,0110,1,GS-11,G,0110,35,F,1,1,074950,00.0
AM00,AD,202210,D,21,,A,11,0110,1,FP-02,L,0110,48,F,2,1,120317,00.0
AM00,AD,202307,F,17,,B,11,0110,1,FP-02,O,0110,48,F,2,1,150646,01.0
AM00,AC,201911,F,21,15,D,11,0110,1,GS-15,M,0110,15,F,1,1,137849,06.5
ARCE,AC,202206,J,04,12,J,15,0110,1,GS-12,J,0110,10,F,1,1,106906,35.2
ARCE,AA,202108,I,17,12,E,05,0110,1,GS-12,I,0110,10,F,1,1,092988,13.6
ARCE,AC,202005,J,04,14,H,39,0110,1,GS-14,M,0110,20,I,2,1,138235,28.9
ARCE,AC,202108,F,17,13,A,41,0110,1,GS-13,K,0110,15,F,1,1,118001,00.0
ARCE,AA,201911,E,17,14,D,13,0110,1,GS-14,K,0110,10,F,1,1,110231,09.5
ARCE,AC,202101,E,17,12,D,15,0110,1,GS-12,G,0110,10,F,1,1,079901,08.4
ARCE,AA,202104,D,17,12,D,54,0110,1,GS-12,H,0110,10,F,1,1,087822,06.2
ARCE,AC,202012,C,13,11,C,25,0110,1,GS-11,G,0110,20,P,2,1,073650,04.7
ARCE,AC,202301,D,13,07,A,31,0110,1,GS-07,F,0110,15,F,1,1,061235,00.3
ARCE,AC,201911,B,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,046634,00.0
ARCE,AC,201912,C,13,07,A,25,0110,1,GS-07,D,0110,15,F,1,1,046634,00.0
ARCE,AC,202001,E,17,09,A,26,0110,1,GS-09,E,0110,15,F,1,1,058092,00.0
ARCE,AC,202002,B,13,07,A,31,0110,1,GS-07,D,0110,15,F,1,1,043392,00.0
ARCE,AC,202002,D,13,07,A,31,0110,1,GS-07,D,0110,15,F,1,1,043392,00.0
ARCE,AC,202003,B,13,07,A,51,0110,1,GS-07,D,0110,15,F,1,1,043459,00.0
ARCE,AC,202006,D,17,09,A,36,0110,1,GS-09,F,0110,15,F,1,1,061131,00.0
ARCE,AC,202006,B,04,07,A,27,0110,1,GS-07,D,0110,15,F,1,1,046499,00.0
ARCE,AC,202007,B,13,07,A,29,0110,1,GS-07,D,0110,15,F,1,1,043691,00.0
ARCE,AC,202007,B,13,07,A,17,0110,1,GS-07,D,0110,15,F,1,1,043657,00.0
ARCE,AC,202008,B,13,11,A,17,0110,1,GS-11,G,0110,15,F,1,1,070987,00.0
ARCE,AC,202009,B,13,07,A,53,0110,1,GS-07,D,0110,15,F,1,1,043251,00.0
ARCE,AC,202009,B,17,09,A,12,0110,1,GS-09,E,0110,15,F,1,1,052905,00.0
ARCE,AC,202009,B,13,07,A,21,0110,1,GS-07,D,0110,15,F,1,1,043251,00.0
ARCE,AC,202307,D,13,07,A,12,0110,1,GS-07,D,0110,15,F,1,1,046696,00.0
ARCE,AC,202104,B,13,07,A,01,0110,1,GS-07,D,0110,15,F,1,1,043683,00.0
ARCE,AC,202106,B,13,07,A,01,0110,1,GS-07,D,0110,15,F,1,1,043683,00.0
ARCE,AC,202107,C,13,07,A,02,0110,1,GS-07,D,0110,15,F,1,1,048852,00.0
ARCE,AC,202109,B,13,07,A,01,0110,1,GS-07,D,0110,15,F,1,1,043683,00.0
ARCE,AC,202304,D,17,07,B,28,0110,1,GS-07,D,0110,15,F,1,1,046696,01.0
ARCE,AC,202205,D,17,09,A,02,0110,1,GS-09,F,0110,15,F,1,1,061424,00.6
ARCE,AC,202307,E,17,12,A,21,0110,1,GS-12,I,0110,15,F,1,1,091113,00.3
ARCE,AC,202207,B,11,04,A,45,0119,3,GS-04,C,XXXX,20,F,2,1,032283,00.0
ARCE,AC,202207,B,13,07,A,12,0110,1,GS-07,D,0110,15,F,1,1,044740,00.0
ARCE,AC,202207,C,17,09,A,51,0110,1,GS-09,E,0110,15,F,1,1,055188,00.0
ARCE,AC,202207,D,17,09,A,02,0110,1,GS-09,F,0110,15,F,1,1,061424,00.0
ARCE,AC,202207,B,13,07,A,17,0110,1,GS-07,D,0110,15,F,1,1,045272,00.0
ARCE,AC,202207,C,17,07,A,01,0110,1,GS-07,D,0110,15,F,1,1,044740,00.0
ARCE,AC,202207,B,13,07,A,48,0110,1,GS-07,D,0110,15,F,1,1,048391,00.0
ARCE,AC,202208,D,17,11,A,22,0110,1,GS-11,F,0110,15,F,1,1,066214,00.0
ARCE,AC,202208,C,17,09,A,17,0110,1,GS-09,E,0110,15,F,1,1,055377,00.0
ARCE,AC,202208,C,13,12,A,36,0110,1,GS-12,H,0110,15,F,1,1,082492,00.0
ARCE,AC,202209,G,21,11,A,36,0110,1,GS-11,H,0110,15,F,1,1,089785,00.0
ARCE,AC,202210,C,13,07,A,02,0110,1,GS-07,E,0110,15,F,1,1,050216,00.0
ARCE,AC,202211,B,13,05,A,36,0110,1,GS-05,D,0110,15,F,1,1,041981,00.0
ARCE,AC,202301,B,13,07,B,53,0110,1,GS-07,E,0110,15,F,1,1,051934,01.0
ARCE,AC,202306,E,21,11,A,17,0110,1,GS-11,H,0110,15,F,1,1,089820,00.0
ARCE,AC,202306,C,13,09,A,51,0110,1,GS-09,F,0110,15,F,1,1,064957,00.0
ARCE,AC,202307,B,13,07,A,42,0110,1,GS-07,E,0110,15,F,1,1,051241,00.0
ARCE,AC,202307,B,13,07,A,54,0110,1,GS-07,D,0110,15,F,1,1,046696,00.0
ARCE,AC,202307,G,17,12,A,55,0110,1,GS-12,J,0110,15,F,1,1,109638,00.0
ARCE,AC,202307,B,13,07,A,12,0110,1,GS-07,D,0110,15,F,1,1,046696,00.0
ARCE,AC,202307,C,04,09,A,12,0110,1,GS-09,F,0110,15,F,1,1,062828,00.0
ARCE,AC,202307,B,13,07,A,41,0110,1,GS-07,E,0110,15,F,1,1,050094,00.0
ARCE,AC,202308,B,13,07,A,01,0110,1,GS-07,D,0110,15,F,1,1,046696,00.0
ARCE,AC,202308,B,13,07,A,17,0110,1,GS-07,D,0110,15,F,1,1,047381,00.0
ARSB,AC,202003,C,17,07,A,51,0110,1,GS-07,D,0110,15,F,1,1,043459,00.0
ARSB,AC,202004,B,13,07,A,41,0110,1,GS-07,D,0110,15,F,1,1,046156,00.0
ARSB,AC,202103,B,13,07,A,24,0110,1,GS-07,D,0110,15,F,1,1,049157,00.0
BG00,AC,202207,F,17,14,A,11,0110,1,GS-14,N,0110,15,F,1,1,143064,00.0
BG00,AC,202008,F,21,14,A,11,0110,1,GS-14,O,0110,15,F,1,1,157709,00.0
BG00,AC,202111,F,17,14,A,27,0110,1,GS-14,O,0110,15,F,1,1,152181,00.0
BG00,AC,202207,E,17,14,A,11,0110,1,GS-14,M,0110,15,F,1,1,130441,00.0
BG00,AC,202208,G,17,13,A,11,0110,1,GS-13,M,0110,15,F,1,1,131747,00.0
BO00,AC,202205,D,21,12,A,11,0110,1,GS-12,I,0110,10,F,1,1,092829,00.0
BO00,AC,202003,D,21,14,D,11,0110,1,GS-14,L,0110,15,F,1,1,125360,06.6
BO00,AA,202101,D,21,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,155202,06.6
BO00,AC,202007,E,21,14,C,11,0110,1,GS-14,L,0110,15,F,1,1,121316,04.9
BO00,AC,202301,E,21,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,119482,06.1
BO00,AC,202008,D,21,14,A,11,0110,1,GS-14,L,0110,15,F,1,1,121316,00.0
CE00,AD,202103,F,17,,A,11,0110,1,AD-00,M,0110,48,F,2,1,130000,00.0
CE00,AD,202103,E,21,,A,11,0110,1,AD-00,M,0110,48,F,2,1,132000,00.0
CE00,AD,202003,C,17,,B,11,0110,1,AD-00,H,0110,48,F,2,1,080000,02.2
CE00,AD,202007,D,21,,B,11,0110,1,AD-00,K,0110,48,F,2,1,110000,01.9
CE00,AD,201911,C,13,,A,11,0110,1,AD-00,E,0110,48,F,2,1,052500,00.0
CE00,AD,202002,B,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,067000,00.0
CE00,AD,202003,G,21,,A,11,0110,1,AD-00,M,0110,48,F,2,1,137500,00.0
CE00,AD,202105,C,18,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202106,C,17,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202107,D,17,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202107,C,13,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202107,C,13,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202108,B,13,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202108,D,17,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202308,D,18,,B,11,0110,1,AD-00,F,0110,48,F,2,1,061000,01.4
CE00,AD,202207,D,17,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202207,C,18,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202207,D,18,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CE00,AD,202307,C,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,061000,00.0
CE00,AD,202307,C,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,061000,00.0
CE00,AD,202308,C,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,061000,00.0
CE00,AD,202308,C,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,061000,00.0
CE00,AD,202308,D,17,,A,11,0110,1,AD-00,F,0110,48,F,2,1,061000,00.0
CE00,AD,202209,D,17,,A,11,0110,1,AD-00,E,0110,48,F,2,1,058000,00.0
CM52,AD,202006,B,13,11,B,11,0110,1,GS-11,G,0110,40,F,2,1,072030,01.7
CM52,AC,202003,B,14,09,A,11,0110,1,GS-09,G,0110,20,F,2,1,073426,00.0
CM52,AD,202007,D,17,11,A,11,0110,1,GS-11,I,0110,40,F,2,1,093638,00.0
CM53,AA,202006,D,04,,E,24,0110,1,ZP-04,L,0110,10,F,1,1,127000,12.0
CM53,AD,202008,D,13,,D,13,0110,1,ZP-04,I,0110,40,F,2,1,096117,07.7
CM53,AA,202212,G,21,,F,24,0110,1,ES-**,T,0110,50,F,1,1,203700,15.5
CM53,AC,202207,F,17,,E,24,0110,1,ZP-05,Q,0110,10,F,1,1,176300,10.8
CM53,AC,202207,F,17,,E,24,0110,1,ZP-05,Q,0110,10,F,1,1,176300,10.8
CM53,AA,202010,E,17,,D,24,0110,1,ZP-04,K,0110,10,F,1,1,119775,09.0
CM53,AC,202306,C,13,,A,24,0110,1,ZP-03,I,0110,15,F,1,1,097000,00.0
CM53,AD,202112,C,17,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,068900,00.0
CM53,AC,202210,E,17,,A,24,0110,1,ZP-03,I,0110,10,F,1,1,097000,00.0
CM53,AC,202011,D,17,,A,24,0110,1,ZP-03,H,0110,15,F,1,1,085000,00.0
CM53,AC,202211,D,13,,A,24,0110,1,ZP-02,H,0110,15,F,1,1,084000,00.0
CM53,AA,202108,C,13,,D,24,0110,1,ZP-03,I,0110,10,F,1,1,096000,05.2
CM53,AA,202203,C,13,,D,24,0110,1,ZP-03,J,0110,10,F,1,1,102000,06.4
CM53,AC,202109,C,13,,C,24,0110,1,ZP-02,H,0110,20,F,2,1,083000,04.0
CM53,AD,202207,C,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,079000,00.0
CM53,AC,202307,C,13,,C,24,0110,1,ZP-04,K,0110,10,F,1,1,112015,04.6
CM53,AA,202108,D,17,,B,24,0110,1,ZP-03,I,0110,15,F,1,1,097664,02.2
CM53,AD,201910,B,04,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,064300,00.0
CM53,AD,201910,C,17,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,064300,00.0
CM53,AD,201910,E,17,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,064300,00.0
CM53,AD,202003,D,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AD,202004,C,17,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,069000,00.0
CM53,AD,202005,F,21,,A,37,0110,1,ZP-04,N,0110,40,F,2,1,145634,00.0
CM53,AC,202007,C,21,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,112240,00.0
CM53,AD,202009,F,21,,A,24,0110,1,ZP-03,H,0110,35,F,1,1,080000,00.0
CM53,AD,202010,C,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,077000,00.0
CM53,AC,202012,B,17,,A,24,0110,1,ZP-02,F,0110,15,F,1,1,064800,00.0
CM53,AC,202101,C,17,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,075000,00.0
CM53,AC,202101,C,04,,A,24,0110,1,ZP-02,F,0110,15,F,1,1,066000,00.0
CM53,AC,202103,G,21,,A,24,0110,1,ZP-03,I,0110,15,F,1,1,090000,00.0
CM53,AD,202103,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AC,202103,C,04,,A,24,0110,1,ZP-02,F,0110,15,F,1,1,065000,00.0
CM53,AD,202103,C,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,072000,00.0
CM53,AC,202105,C,04,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,113362,00.0
CM53,AD,202109,C,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AD,202106,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AD,202106,C,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AC,202107,D,21,,C,24,0110,1,ZP-04,M,0110,20,F,2,1,132000,04.0
CM53,AC,202107,E,04,,A,24,0110,1,ZP-04,O,0110,15,F,1,1,159286,00.0
CM53,AC,202306,B,04,,A,11,0110,1,ZP-03,J,0110,15,F,1,1,100000,00.0
CM53,AC,202107,D,21,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,110455,00.0
CM53,AD,202108,B,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,070000,00.0
CM53,AC,202108,D,17,,A,24,0110,1,ZP-02,H,0110,15,F,1,1,083000,00.0
CM53,AA,202302,D,21,,B,24,0110,1,ZP-03,I,0110,15,F,1,1,095500,01.4
CM53,AD,202112,B,17,,A,24,0110,1,ZP-02,F,0110,35,F,1,1,068900,00.0
CM53,AC,202206,D,17,,D,24,0110,1,ZP-03,K,0110,15,F,1,1,115000,08.3
CM53,AD,202207,D,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,071000,00.0
CM53,AC,202207,F,21,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,116000,00.0
CM53,AD,202207,D,17,,A,24,0110,1,ZP-03,I,0110,35,F,1,1,092700,00.0
CM53,AC,202207,E,17,,A,24,0110,1,ZP-02,H,0110,15,F,1,1,085000,00.0
CM53,AC,202207,D,17,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,116788,00.0
CM53,AC,202208,E,17,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,072563,00.0
CM53,AC,202208,G,21,,F,11,0110,1,ZP-04,P,0110,10,F,1,1,164102,18.1
CM53,AC,202211,C,17,,A,24,0110,1,ZP-02,H,0110,15,F,1,1,081000,00.0
CM53,AC,202211,C,17,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,073000,00.0
CM53,AD,202211,D,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,071000,00.0
CM53,AC,202212,B,13,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,071100,00.0
CM53,AC,202212,C,17,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,071000,00.0
CM53,AD,202302,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,074000,00.0
CM53,AC,202302,C,17,,A,24,0110,1,ZP-02,G,0110,15,F,1,1,074600,00.0
CM53,AD,202305,C,17,,A,24,0110,1,ZP-03,I,0110,40,F,2,1,098000,00.0
CM53,AC,202306,D,17,,A,11,0110,1,ZP-04,O,0110,15,F,1,1,155000,00.0
CM53,AD,202306,D,04,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,074600,00.0
CM53,AD,202306,D,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AC,202306,F,04,,A,24,0110,1,ZP-04,N,0110,15,F,1,1,145000,00.0
CM53,AC,202306,D,21,,A,24,0110,1,ZP-03,K,0110,15,F,1,1,118000,00.0
CM53,AC,202306,E,21,,A,24,0110,1,ZP-04,P,0110,15,F,1,1,163000,00.0
CM53,AD,202307,C,13,,A,24,0110,1,ZP-02,H,0110,35,F,1,1,080900,00.0
CM53,AD,202307,C,04,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AD,202307,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AD,202307,B,17,,A,24,0110,1,ZP-02,H,0110,35,F,1,1,081000,00.0
CM53,AD,202307,B,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AD,202307,B,13,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AD,202308,C,17,,A,24,0110,1,ZP-02,H,0110,35,F,1,1,081000,00.0
CM53,AC,202308,D,21,,A,24,0110,1,ZP-03,L,0110,15,F,1,1,121459,00.0
CM53,AD,202309,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AD,202309,B,17,,A,24,0110,1,ZP-02,G,0110,35,F,1,1,076900,00.0
CM53,AC,202103,D,17,,A,24,0110,1,ZP-03,I,0110,10,F,1,1,093000,00.0
CM54,AC,201912,D,22,,A,53,0110,1,ZP-03,H,0110,15,F,1,1,089000,00.0
CM54,AC,202002,D,19,,A,24,0110,1,ZP-03,I,0110,15,F,1,1,093000,00.0
CM54,AC,202003,E,21,,D,24,0110,1,ZP-04,L,0110,15,F,1,1,128595,07.4
CM54,AC,202001,I,21,,D,24,0110,1,ZP-04,M,0110,10,F,1,1,132883,06.8
CM54,AC,202307,C,21,,A,53,0110,1,ZP-03,H,0110,15,F,1,1,086000,00.0
CM54,AC,202001,D,21,,A,15,0110,1,ZP-03,H,0110,15,F,1,1,082480,00.0
CM54,AC,202002,C,04,,A,25,0110,1,ZP-03,G,0110,15,F,1,1,077435,00.0
CM54,AC,202002,D,04,,A,24,0110,1,ZP-03,J,0110,15,F,1,1,100000,00.0
CM54,AC,202004,I,21,,A,24,0110,1,ZP-03,I,0110,15,F,1,1,097800,00.0
CM54,AC,202010,D,17,12,A,12,0110,1,GS-12,G,0110,15,F,1,1,076721,00.0
CM54,AC,202009,G,21,,A,15,0110,1,ZP-03,I,0110,15,F,1,1,092500,00.0
CM54,AC,202303,E,17,,A,24,0110,1,ZP-03,I,0110,15,F,1,1,098089,00.0
CM54,AC,202104,I,04,,A,24,0110,1,ZP-05,N,0110,15,F,1,1,144128,00.0
CM54,AC,202204,D,21,,A,24,0110,1,ZP-04,J,0110,15,F,1,1,106823,00.0
CM54,AC,202207,B,17,,B,24,0110,1,ZP-03,H,0110,15,F,1,1,083000,02.1
CM54,AC,202301,J,21,,A,24,0110,1,ZP-04,O,0110,15,F,1,1,158772,00.0
CM54,AC,202308,E,21,,A,24,0110,1,ZP-03,I,0110,20,F,2,1,095108,00.0
CM54,AC,202308,C,17,,A,24,0110,1,ZP-03,H,0110,20,F,2,1,085000,00.0
CM55,AA,202008,G,17,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,14.9
CM55,AC,202006,D,17,12,D,11,0110,1,GS-12,H,0110,10,F,1,1,086335,05.6
CM55,AC,202202,D,10,09,A,11,0110,1,GS-09,G,0110,20,F,2,1,072272,00.0
CM55,AC,202006,C,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,102663,03.8
CM55,AC,202005,F,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,102663,03.6
CM55,AC,202006,C,17,12,A,11,0110,1,GS-12,H,0110,15,F,1,1,086335,00.0
CM55,AC,202003,H,17,15,A,11,0110,1,GS-15,P,0110,15,F,1,1,161730,00.0
CM55,AC,201910,C,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,076541,00.0
CM55,AD,201910,B,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,063259,00.7
CM55,AD,201911,C,17,09,A,11,0110,1,GS-09,E,0110,35,F,1,1,057510,00.0
CM55,AC,202002,C,13,09,A,11,0110,1,GS-09,E,0110,15,F,1,1,059534,00.0
CM55,AC,202004,B,14,07,A,11,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
CM55,AC,202004,E,04,12,A,11,0110,1,GS-12,H,0110,15,F,1,1,086335,00.0
CM55,AD,202012,C,04,09,A,11,0110,1,GS-09,E,0110,35,F,1,1,059534,00.0
CM55,AD,202101,C,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
CM55,AC,202103,B,17,09,A,11,0110,1,GS-09,F,0110,15,F,1,1,060129,00.0
CM55,AD,202209,B,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,061947,00.0
CM55,AD,202211,B,17,09,A,11,0110,1,GS-09,F,0110,35,F,1,1,061947,00.0
CM55,AC,202305,D,17,11,A,11,0110,1,GS-11,G,0110,15,F,1,1,078592,00.0
CM55,AC,202308,C,17,13,A,11,0110,1,GS-13,K,0110,15,F,1,1,112015,00.0
CM55,AC,202105,D,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,103690,00.0
CM56,AC,202003,E,13,07,A,51,0110,1,GS-07,D,0110,15,F,1,1,048670,00.0
CM56,AC,201910,E,21,13,D,51,0110,1,GS-13,J,0110,10,F,1,1,105782,05.1
CM56,AA,201910,E,21,13,D,51,0110,1,GS-13,J,0110,10,F,1,1,105782,05.1
CM56,AD,202003,C,13,09,A,51,0110,1,GS-09,E,0110,35,F,1,1,059534,00.0
CM56,AC,202301,D,04,09,D,47,0110,1,GS-09,F,0110,15,F,1,1,062828,08.3
CM56,AD,202105,B,17,09,A,51,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
CM56,AC,202012,E,16,13,A,51,0110,1,GS-13,M,0110,15,F,1,1,133465,00.0
CM56,AD,202104,B,17,09,A,51,0110,1,GS-09,F,0110,35,F,1,1,060129,00.0
CM56,AD,202301,C,04,09,A,21,0110,1,GS-09,E,0110,35,F,1,1,057118,00.0
CM57,AC,202209,F,04,,A,11,0110,1,ZP-05,Q,0110,10,F,1,1,176300,00.0
CM57,AC,202208,C,21,,A,24,0110,1,ZP-03,J,0110,15,F,1,1,106000,00.0
CM59,AC,202011,H,17,13,G,11,0110,1,GS-13,L,0110,10,F,1,1,126620,20.3
CM59,AC,202011,H,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,102663,00.0
CM63,AD,202104,F,21,14,A,24,0110,1,GS-14,L,0110,30,I,2,1,122530,00.0
CM63,AD,202201,E,17,09,A,24,0110,1,GS-09,F,0110,40,P,2,1,061947,00.0
CM63,AC,202008,D,04,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,126620,00.0
CM63,AC,202008,D,21,13,A,24,0110,1,GS-13,J,0110,15,F,1,1,102663,00.0
CM63,AC,202107,D,13,13,A,24,0110,1,GS-13,J,0110,15,F,1,1,103690,00.0
CM63,AC,202307,E,17,13,A,24,0110,1,GS-13,K,0110,15,F,1,1,112015,00.0
CM63,AC,202306,E,17,13,A,24,0110,1,GS-13,N,0110,15,F,1,1,145617,00.0
CM63,AC,202307,D,13,12,A,24,0110,1,GS-12,L,0110,15,F,1,1,122459,00.0
CM63,AC,202206,D,17,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,124626,00.0
CM63,AC,202206,C,13,12,A,24,0110,1,GS-12,K,0110,20,F,2,1,116788,00.0
CM63,AD,202012,D,13,12,A,24,0110,1,GS-12,H,0110,40,P,2,1,086335,00.0
CM63,AD,202202,C,17,09,A,24,0110,1,GS-09,F,0110,40,P,2,1,061947,00.0
CM63,AC,202005,F,17,12,A,24,0110,1,GS-12,K,0110,15,F,1,1,112240,00.0
CM63,AD,202102,E,21,15,A,24,0110,1,GS-15,N,0110,40,I,2,1,144128,00.0
CM63,AD,201910,F,21,15,A,25,0110,1,GG-15,M,0110,30,I,2,1,136729,00.0
CM63,AD,201910,E,21,15,A,44,0110,1,GG-15,M,0110,40,F,2,1,136729,00.0
CM63,AD,201911,E,21,15,A,44,0110,1,GG-15,M,0110,40,I,2,1,136729,00.0
CM63,AD,201911,E,21,15,A,44,0110,1,GS-15,M,0110,40,I,2,1,136729,00.0
CM63,AD,201911,H,04,15,A,36,0110,1,GG-15,Z,0110,30,I,2,1,,00.0
